zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169936,77.64432,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.56,0.43,0.301,0.08,0.336,0.672,0.43,0.584,0.322,0.29,0.192,0.431,0.44,0.517,0.468,1.47,0.477,0.272,0.383,0.313,0.463,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163245,77.637056,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.24,0.22,0.307,0.08,0.437,0.811,0.419,0.539,0.272,0.225,0.139,0.378,0.508,0.573,0.425,5.12,0.289,0.296,0.43,0.248,0.534,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169438,77.642114,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.44,0.25,0.275,0.082,0.197,0.319,0.451,0.564,0.367,0.197,0.179,0.41,0.507,0.468,0.458,4.01,0.443,0.27,0.402,0.202,0.459,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163738,77.63138,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.54,0.69,0.274,0.065,0.144,0.739,0.486,0.524,0.388,0.209,0.112,0.537,0.517,0.519,0.469,4.75,0.503,0.162,0.398,0.217,0.574,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167749,77.631808,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.18,0.61,0.288,0.081,0.445,0.65,0.495,0.563,0.325,0.256,0.154,0.385,0.489,0.55,0.395,7.73,0.317,0.21,0.346,0.229,0.498,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171829,77.633544,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.27,0.48,0.273,0.075,0.275,0.809,0.481,0.555,0.349,0.266,0.089,0.401,0.488,0.603,0.468,6.72,0.42,0.077,0.386,0.294,0.588,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163581,77.633602,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.53,0.52,0.3,0.065,0.46,0.185,0.469,0.574,0.263,0.307,0.086,0.449,0.548,0.51,0.409,11.72,0.489,0.231,0.349,0.299,0.346,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163287,77.632302,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.22,0.21,0.306,0.079,0.045,0.794,0.492,0.48,0.395,0.229,0.059,0.462,0.456,0.517,0.462,2.67,0.408,0.097,0.336,0.252,0.553,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172489,77.643714,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.33,0.54,0.287,0.08,0.481,0.26,0.476,0.514,0.256,0.219,0.079,0.444,0.56,0.584,0.46,7.24,0.463,0.283,0.317,0.223,0.454,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.165716,77.633384,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.28,0.6,0.304,0.076,0.261,0.428,0.429,0.467,0.274,0.201,0.171,0.48,0.619,0.441,0.442,3.08,0.406,0.193,0.337,0.177,0.458,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173369,77.634037,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.52,0.54,0.289,0.082,0.216,0.332,0.477,0.513,0.391,0.276,0.052,0.452,0.47,0.601,0.49,1.71,0.368,0.168,0.354,0.245,0.522,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.168683,77.636807,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.1,0.57,0.304,0.071,0.13,0.524,0.502,0.527,0.381,0.324,0.121,0.338,0.569,0.521,0.458,2.95,0.425,0.218,0.384,0.338,0.451,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173798,77.632804,Chikkajala,Chikkajala,,tertiary,tertiary,none,7.5m,40.0,0.44,0.4,0.316,0.08,0.358,0.373,0.522,0.671,0.271,0.376,0.153,0.552,0.525,0.523,0.411,13.38,0.495,0.142,0.443,0.382,0.378,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.168569,77.640101,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.29,0.45,0.305,0.072,0.18,0.136,0.468,0.562,0.287,0.233,0.133,0.403,0.414,0.559,0.432,4.98,0.397,0.163,0.348,0.207,0.356,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171836,77.640173,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.33,0.3,0.304,0.073,0.19,0.255,0.452,0.496,0.23,0.218,0.093,0.47,0.496,0.454,0.365,3.99,0.36,0.269,0.298,0.231,0.363,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163129,77.632901,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.22,0.23,0.273,0.079,0.154,0.612,0.457,0.496,0.222,0.286,0.072,0.462,0.488,0.509,0.433,3.02,0.361,0.285,0.391,0.31,0.42,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167941,77.634694,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.1,0.41,0.293,0.083,0.076,0.342,0.419,0.504,0.317,0.26,0.088,0.387,0.489,0.518,0.455,3.06,0.31,0.191,0.383,0.26,0.45,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.165629,77.632839,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.28,0.41,0.313,0.08,0.156,0.16,0.471,0.476,0.374,0.18,0.191,0.486,0.468,0.535,0.434,6.1,0.41,0.198,0.354,0.179,0.447,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171593,77.637004,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.43,0.26,0.271,0.068,0.295,0.641,0.513,0.496,0.343,0.246,0.058,0.461,0.509,0.568,0.478,6.64,0.326,0.131,0.333,0.217,0.548,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.165576,77.633696,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.42,0.67,0.305,0.072,0.094,0.33,0.429,0.538,0.26,0.216,0.06,0.425,0.526,0.533,0.461,3.88,0.461,0.243,0.44,0.231,0.422,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172363,77.638547,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.19,0.65,0.32,0.067,0.395,0.144,0.429,0.465,0.319,0.177,0.163,0.407,0.554,0.513,0.431,10.39,0.437,0.057,0.384,0.17,0.371,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169504,77.635486,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.4,0.46,0.314,0.079,0.491,0.708,0.395,0.54,0.355,0.163,0.065,0.392,0.433,0.583,0.504,6.68,0.392,0.229,0.41,0.178,0.569,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.166845,77.631822,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.13,0.66,0.282,0.069,0.48,0.125,0.398,0.489,0.317,0.227,0.138,0.429,0.565,0.452,0.378,10.33,0.386,0.244,0.366,0.22,0.349,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169856,77.639848,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.23,0.3,0.296,0.076,0.468,0.63,0.535,0.568,0.247,0.293,0.098,0.368,0.504,0.472,0.37,10.78,0.34,0.227,0.408,0.298,0.5,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.165551,77.633139,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.34,0.22,0.323,0.082,0.472,0.112,0.464,0.55,0.321,0.234,0.092,0.412,0.456,0.478,0.411,4.84,0.434,0.18,0.422,0.221,0.342,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163218,77.637439,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.42,0.26,0.293,0.079,0.37,0.864,0.436,0.507,0.301,0.22,0.138,0.466,0.491,0.565,0.459,2.49,0.411,0.109,0.365,0.202,0.565,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173892,77.639558,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.48,0.58,0.262,0.07,0.429,0.521,0.444,0.583,0.282,0.322,0.058,0.405,0.505,0.533,0.419,4.31,0.408,0.117,0.403,0.343,0.501,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167075,77.634332,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.38,0.32,0.257,0.071,0.04,0.31,0.527,0.572,0.32,0.294,0.122,0.394,0.53,0.516,0.447,5.64,0.34,0.094,0.335,0.294,0.438,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.16818,77.636976,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.22,0.65,0.309,0.078,0.468,0.257,0.426,0.493,0.218,0.239,0.191,0.435,0.606,0.479,0.375,9.93,0.356,0.191,0.387,0.241,0.406,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.162921,77.634179,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.56,0.36,0.283,0.076,0.445,0.448,0.479,0.518,0.249,0.201,0.191,0.435,0.557,0.55,0.408,3.26,0.402,0.267,0.365,0.223,0.478,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171584,77.636445,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.49,0.32,0.271,0.066,0.202,0.133,0.446,0.571,0.273,0.317,0.154,0.464,0.543,0.546,0.42,4.0,0.462,0.064,0.309,0.352,0.349,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163667,77.636057,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.22,0.56,0.278,0.083,0.172,0.682,0.413,0.471,0.321,0.221,0.127,0.392,0.553,0.568,0.434,1.86,0.422,0.22,0.446,0.24,0.557,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163619,77.633919,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.22,0.27,0.307,0.075,0.409,0.511,0.47,0.466,0.371,0.198,0.159,0.381,0.501,0.508,0.474,14.02,0.313,0.145,0.423,0.183,0.544,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.162843,77.632983,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.59,0.69,0.286,0.074,0.242,0.243,0.403,0.491,0.343,0.298,0.106,0.448,0.491,0.613,0.47,5.21,0.5,0.167,0.361,0.305,0.506,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169044,77.633367,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.38,0.26,0.314,0.068,0.481,0.577,0.481,0.567,0.374,0.248,0.099,0.482,0.438,0.552,0.491,25.29,0.359,0.231,0.449,0.271,0.507,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173552,77.636796,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.15,0.36,0.305,0.072,0.409,0.3,0.437,0.528,0.322,0.287,0.11,0.45,0.468,0.511,0.443,3.48,0.409,0.164,0.346,0.278,0.419,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.174066,77.640384,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.54,0.67,0.322,0.071,0.118,0.894,0.496,0.575,0.399,0.269,0.114,0.435,0.558,0.56,0.43,4.55,0.406,0.288,0.375,0.243,0.609,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.16887,77.640125,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.26,0.29,0.316,0.07,0.176,0.259,0.484,0.545,0.274,0.244,0.084,0.48,0.351,0.572,0.403,4.42,0.378,0.228,0.432,0.262,0.431,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172968,77.633761,Chikkajala,Chikkajala,New Airport Road,tertiary,tertiary,none,7.5m,40.0,0.49,0.67,0.319,0.09,0.433,0.814,0.566,0.641,0.256,0.317,0.182,0.571,0.517,0.483,0.394,4.26,0.573,0.096,0.469,0.316,0.47,3
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172312,77.640939,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.6,0.38,0.3,0.074,0.349,0.167,0.406,0.564,0.203,0.219,0.199,0.51,0.498,0.499,0.416,6.87,0.384,0.071,0.363,0.222,0.337,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173467,77.639443,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.13,0.68,0.256,0.084,0.346,0.574,0.498,0.467,0.288,0.251,0.061,0.414,0.471,0.516,0.459,4.49,0.42,0.282,0.396,0.28,0.461,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163508,77.638206,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.42,0.46,0.323,0.085,0.311,0.533,0.531,0.499,0.205,0.228,0.092,0.481,0.571,0.492,0.403,10.22,0.474,0.057,0.317,0.234,0.448,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172946,77.643487,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.19,0.67,0.272,0.069,0.262,0.211,0.419,0.523,0.348,0.267,0.199,0.449,0.556,0.544,0.401,0.94,0.343,0.239,0.367,0.262,0.4,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.170636,77.635895,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.58,0.39,0.3,0.066,0.197,0.158,0.445,0.557,0.303,0.242,0.191,0.486,0.536,0.508,0.428,16.71,0.361,0.082,0.345,0.234,0.353,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167724,77.634693,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.28,0.49,0.313,0.081,0.435,0.584,0.492,0.516,0.26,0.238,0.11,0.424,0.395,0.551,0.414,3.8,0.41,0.22,0.404,0.233,0.443,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167293,77.636397,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.32,0.37,0.265,0.086,0.326,0.266,0.407,0.541,0.296,0.252,0.107,0.41,0.487,0.571,0.446,7.73,0.353,0.234,0.332,0.229,0.477,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.170048,77.638564,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.26,0.25,0.313,0.083,0.23,0.789,0.467,0.524,0.233,0.251,0.104,0.377,0.47,0.509,0.422,3.13,0.295,0.065,0.334,0.269,0.464,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173796,77.637003,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.13,0.47,0.255,0.064,0.115,0.422,0.499,0.512,0.241,0.254,0.08,0.41,0.346,0.627,0.428,5.33,0.365,0.153,0.422,0.275,0.427,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.16886,77.63465,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.29,0.49,0.285,0.069,0.415,0.765,0.392,0.517,0.322,0.215,0.194,0.373,0.538,0.495,0.439,0.63,0.421,0.217,0.321,0.204,0.525,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.164893,77.633517,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.33,0.41,0.287,0.065,0.311,0.255,0.47,0.5,0.399,0.309,0.071,0.406,0.526,0.491,0.414,12.09,0.356,0.224,0.357,0.294,0.42,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.162434,77.636968,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.46,0.21,0.28,0.082,0.181,0.428,0.468,0.478,0.341,0.262,0.098,0.411,0.511,0.525,0.442,2.0,0.357,0.089,0.404,0.286,0.524,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167426,77.632088,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.26,0.3,0.295,0.077,0.038,0.412,0.433,0.502,0.391,0.274,0.101,0.38,0.562,0.53,0.505,3.1,0.412,0.054,0.413,0.243,0.527,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173219,77.633875,Chikkajala,Chikkajala,New Airport Road,tertiary,tertiary,none,7.5m,40.0,0.14,0.62,0.373,0.088,0.023,0.694,0.587,0.576,0.218,0.395,0.197,0.502,0.533,0.428,0.413,1.23,0.467,0.05,0.429,0.397,0.438,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.17142,77.636208,Chikkajala,Chikkajala,,tertiary,tertiary,none,7.5m,40.0,0.41,0.58,0.325,0.089,0.189,0.519,0.507,0.639,0.277,0.394,0.164,0.564,0.64,0.487,0.453,4.6,0.544,0.227,0.547,0.391,0.431,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171503,77.643859,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.6,0.52,0.294,0.069,0.025,0.255,0.437,0.584,0.36,0.192,0.129,0.476,0.52,0.534,0.439,2.89,0.422,0.126,0.407,0.201,0.429,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.171017,77.635401,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.14,0.25,0.315,0.077,0.352,0.776,0.508,0.476,0.364,0.263,0.108,0.346,0.5,0.527,0.441,11.94,0.409,0.052,0.352,0.242,0.51,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.169698,77.64211,Chikkajala,Chikkajala,,tertiary,tertiary,none,7.5m,40.0,0.31,0.67,0.361,0.076,0.055,0.399,0.503,0.575,0.124,0.295,0.189,0.514,0.627,0.453,0.402,1.19,0.511,0.103,0.528,0.307,0.355,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.162502,77.631736,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.15,0.21,0.257,0.078,0.335,0.562,0.514,0.492,0.359,0.294,0.128,0.381,0.376,0.513,0.443,4.43,0.292,0.062,0.404,0.285,0.467,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.166964,77.634756,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.46,0.63,0.319,0.08,0.269,0.687,0.423,0.528,0.214,0.327,0.051,0.493,0.556,0.506,0.39,7.64,0.484,0.284,0.385,0.336,0.436,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.166576,77.631003,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.51,0.55,0.257,0.079,0.482,0.235,0.458,0.557,0.316,0.244,0.136,0.477,0.57,0.494,0.411,3.27,0.422,0.066,0.377,0.217,0.421,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173734,77.637447,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.51,0.42,0.295,0.071,0.081,0.294,0.405,0.542,0.276,0.228,0.18,0.467,0.625,0.476,0.404,5.14,0.358,0.197,0.399,0.226,0.373,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.164331,77.636325,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.41,0.24,0.294,0.082,0.031,0.639,0.477,0.564,0.316,0.178,0.087,0.454,0.48,0.548,0.45,5.33,0.328,0.133,0.449,0.179,0.474,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172306,77.632995,Chikkajala,Chikkajala,,tertiary,tertiary,none,7.5m,40.0,0.11,0.33,0.362,0.094,0.292,0.273,0.565,0.624,0.157,0.376,0.168,0.544,0.519,0.478,0.36,23.66,0.452,0.134,0.507,0.35,0.348,4
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172718,77.638092,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.44,0.33,0.264,0.067,0.217,0.252,0.493,0.517,0.25,0.176,0.187,0.491,0.526,0.484,0.427,13.04,0.325,0.27,0.41,0.161,0.401,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172136,77.64041,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.39,0.54,0.267,0.068,0.069,0.71,0.521,0.572,0.248,0.195,0.137,0.45,0.517,0.474,0.392,4.19,0.378,0.119,0.4,0.18,0.451,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.173271,77.637393,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.23,0.27,0.306,0.078,0.48,0.669,0.49,0.485,0.26,0.232,0.145,0.418,0.572,0.451,0.383,4.2,0.31,0.234,0.411,0.223,0.438,8
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.163765,77.636541,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.58,0.23,0.264,0.07,0.324,0.596,0.492,0.494,0.326,0.19,0.112,0.432,0.381,0.55,0.436,9.58,0.39,0.138,0.443,0.172,0.488,2
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.172233,77.639845,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.45,0.39,0.287,0.066,0.029,0.529,0.473,0.5,0.279,0.264,0.184,0.516,0.516,0.527,0.444,18.09,0.391,0.228,0.332,0.292,0.452,6
AIRPORT & PERIPHERAL ZONES,Bi-directional,13.167681,77.63669,Chikkajala,Chikkajala,,residential,residential,none,7.5m,40.0,0.37,0.3,0.305,0.067,0.282,0.522,0.517,0.562,0.253,0.262,0.091,0.424,0.452,0.477,0.393,5.93,0.384,0.085,0.319,0.256,0.477,6
