zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993244,77.677777,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.18,0.46,0.427,0.106,0.306,0.172,0.417,0.497,0.389,0.23,0.156,0.357,0.426,0.52,0.445,5.38,0.528,0.152,0.313,0.215,0.422,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997416,77.672394,Tin Factory,Tin Factory,2nd Main Road,residential,residential,none,7.5m,30.0,0.57,0.59,0.383,0.109,0.103,0.562,0.456,0.559,0.478,0.301,0.193,0.466,0.583,0.394,0.443,2.64,0.58,0.224,0.366,0.277,0.492,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992741,77.671748,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.11,0.56,0.429,0.12,0.163,0.78,0.446,0.445,0.487,0.249,0.089,0.352,0.367,0.587,0.51,22.79,0.493,0.16,0.418,0.258,0.621,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993728,77.669565,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.19,0.66,0.436,0.098,0.367,0.534,0.416,0.535,0.437,0.236,0.177,0.329,0.535,0.537,0.471,3.43,0.571,0.289,0.379,0.263,0.49,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.998058,77.67307,Tin Factory,Tin Factory,1st Cross Road,residential,residential,none,7.5m,30.0,0.11,0.25,0.405,0.107,0.286,0.877,0.375,0.516,0.307,0.212,0.061,0.313,0.469,0.421,0.408,5.41,0.517,0.082,0.287,0.199,0.513,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.00246,77.664602,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.58,0.69,0.447,0.109,0.452,0.446,0.422,0.549,0.497,0.222,0.161,0.414,0.577,0.484,0.481,2.38,0.55,0.289,0.378,0.209,0.549,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.995081,77.663265,Tin Factory,Tin Factory,1st Cross Road,residential,residential,none,7.5m,30.0,0.58,0.36,0.385,0.12,0.122,0.545,0.422,0.495,0.429,0.274,0.138,0.418,0.489,0.427,0.472,1.23,0.611,0.197,0.288,0.25,0.499,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992134,77.675619,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.45,0.59,0.399,0.102,0.184,0.561,0.446,0.5,0.373,0.215,0.166,0.451,0.522,0.468,0.467,0.51,0.536,0.288,0.424,0.234,0.525,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.001668,77.665597,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.14,0.62,0.453,0.128,0.246,0.176,0.419,0.412,0.436,0.315,0.102,0.372,0.527,0.396,0.494,2.84,0.555,0.219,0.319,0.294,0.426,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993858,77.67387,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.48,0.55,0.393,0.129,0.092,0.625,0.399,0.475,0.438,0.276,0.153,0.437,0.537,0.448,0.476,0.75,0.62,0.208,0.413,0.276,0.524,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.995252,77.663255,Tin Factory,Tin Factory,1st Main Road,residential,residential,none,7.5m,30.0,0.32,0.48,0.403,0.123,0.172,0.756,0.455,0.516,0.43,0.323,0.083,0.425,0.475,0.561,0.53,3.3,0.554,0.226,0.313,0.361,0.581,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.002714,77.670251,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.18,0.34,0.445,0.106,0.47,0.198,0.41,0.499,0.337,0.309,0.17,0.322,0.462,0.427,0.453,6.78,0.439,0.084,0.3,0.273,0.373,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.991134,77.676892,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.37,0.65,0.453,0.118,0.353,0.14,0.387,0.564,0.418,0.239,0.059,0.395,0.499,0.522,0.505,3.35,0.563,0.253,0.367,0.242,0.408,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.989532,77.675061,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.32,0.47,0.383,0.098,0.409,0.632,0.413,0.465,0.31,0.265,0.159,0.446,0.367,0.496,0.442,2.52,0.465,0.236,0.405,0.266,0.551,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990342,77.663762,Tin Factory,Tin Factory,Nagavarapalaya Main Road,secondary,secondary,none,7.5m,40.0,0.42,0.3,0.443,0.142,0.499,0.87,0.558,0.611,0.259,0.392,0.141,0.647,0.638,0.386,0.408,6.2,0.65,0.252,0.539,0.421,0.514,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.00323,77.668955,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.54,0.68,0.423,0.113,0.261,0.897,0.439,0.511,0.339,0.282,0.093,0.448,0.53,0.475,0.475,2.81,0.543,0.264,0.368,0.272,0.575,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.996052,77.666624,Tin Factory,Tin Factory,,unclassified,unclassified,none,7.5m,30.0,0.3,0.62,0.38,0.088,0.227,0.765,0.402,0.458,0.304,0.271,0.103,0.302,0.406,0.583,0.466,42.59,0.563,0.053,0.365,0.265,0.517,3
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990508,77.673748,Tin Factory,Tin Factory,Maharaja Street,residential,residential,none,7.5m,30.0,0.57,0.33,0.424,0.107,0.233,0.271,0.438,0.472,0.409,0.253,0.111,0.499,0.498,0.448,0.426,1.41,0.595,0.267,0.297,0.233,0.402,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.995531,77.67222,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.13,0.65,0.444,0.123,0.22,0.584,0.405,0.478,0.447,0.245,0.086,0.411,0.478,0.438,0.436,2.76,0.477,0.272,0.371,0.259,0.491,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.991606,77.674456,Tin Factory,Tin Factory,A Narayanapura Main Road,residential,residential,none,7.5m,30.0,0.22,0.33,0.455,0.125,0.046,0.132,0.42,0.444,0.436,0.271,0.167,0.374,0.502,0.511,0.494,2.32,0.478,0.222,0.355,0.29,0.492,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990125,77.673112,Tin Factory,Tin Factory,2nd Cross Shiva Mandir Road,residential,residential,none,7.5m,30.0,0.24,0.57,0.475,0.113,0.472,0.231,0.428,0.508,0.358,0.347,0.086,0.358,0.507,0.496,0.495,2.67,0.545,0.284,0.427,0.317,0.456,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993869,77.67372,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.4,0.53,0.414,0.112,0.309,0.569,0.384,0.489,0.357,0.319,0.147,0.368,0.475,0.501,0.452,2.19,0.527,0.294,0.367,0.311,0.499,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.98996,77.666396,Tin Factory,Tin Factory,14th K Cross,residential,residential,none,7.5m,30.0,0.22,0.48,0.394,0.121,0.074,0.87,0.389,0.513,0.33,0.195,0.158,0.398,0.544,0.436,0.484,3.46,0.461,0.112,0.396,0.213,0.588,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.99315,77.671568,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.37,0.33,0.405,0.124,0.164,0.512,0.467,0.516,0.445,0.29,0.131,0.464,0.459,0.451,0.483,15.15,0.446,0.209,0.41,0.255,0.463,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992318,77.677486,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.58,0.32,0.393,0.121,0.144,0.86,0.375,0.481,0.498,0.222,0.099,0.477,0.5,0.532,0.476,3.34,0.523,0.211,0.32,0.211,0.621,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.996391,77.672714,Tin Factory,Tin Factory,2nd Main Road,residential,residential,none,7.5m,30.0,0.43,0.48,0.418,0.109,0.229,0.473,0.464,0.555,0.421,0.342,0.088,0.412,0.507,0.48,0.458,2.06,0.562,0.274,0.358,0.347,0.45,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992639,77.666492,Tin Factory,Tin Factory,1st Cross Road,residential,residential,none,7.5m,30.0,0.35,0.41,0.467,0.117,0.413,0.372,0.426,0.527,0.392,0.194,0.09,0.437,0.501,0.506,0.435,3.02,0.526,0.098,0.426,0.186,0.456,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997907,77.676167,Tin Factory,Tin Factory,2nd Cross Road,tertiary,tertiary,none,7.5m,30.0,0.55,0.56,0.485,0.146,0.303,0.531,0.515,0.623,0.335,0.459,0.187,0.588,0.644,0.366,0.453,3.55,0.601,0.243,0.463,0.434,0.466,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.99954,77.671444,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.56,0.49,0.393,0.101,0.365,0.711,0.38,0.496,0.417,0.325,0.138,0.453,0.539,0.413,0.489,3.12,0.551,0.152,0.363,0.322,0.558,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990883,77.675767,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.58,0.57,0.431,0.109,0.341,0.384,0.386,0.541,0.408,0.234,0.067,0.496,0.588,0.536,0.487,4.28,0.55,0.275,0.429,0.216,0.446,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.996888,77.675465,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.5,0.34,0.48,0.098,0.304,0.369,0.378,0.468,0.421,0.217,0.06,0.433,0.523,0.514,0.488,2.97,0.5,0.207,0.335,0.219,0.468,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.001817,77.67627,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.39,0.52,0.397,0.109,0.493,0.654,0.429,0.461,0.478,0.315,0.198,0.4,0.564,0.43,0.481,3.11,0.569,0.118,0.413,0.331,0.547,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.994955,77.676501,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.39,0.52,0.458,0.122,0.088,0.727,0.475,0.443,0.403,0.232,0.145,0.435,0.439,0.596,0.541,9.21,0.51,0.057,0.373,0.236,0.539,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.002825,77.667695,Tin Factory,Tin Factory,,tertiary,tertiary,none,7.5m,30.0,0.29,0.61,0.542,0.12,0.156,0.37,0.534,0.621,0.385,0.36,0.125,0.488,0.694,0.391,0.472,3.57,0.618,0.113,0.491,0.325,0.423,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.999403,77.673557,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.17,0.29,0.419,0.114,0.386,0.133,0.369,0.504,0.359,0.34,0.154,0.434,0.424,0.479,0.474,6.11,0.545,0.275,0.342,0.368,0.411,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990859,77.669405,Tin Factory,Tin Factory,1st Main Road,residential,residential,none,7.5m,30.0,0.39,0.36,0.441,0.097,0.24,0.584,0.398,0.527,0.412,0.297,0.104,0.419,0.486,0.461,0.462,2.76,0.527,0.083,0.367,0.274,0.484,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993323,77.675816,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.34,0.64,0.422,0.126,0.45,0.718,0.393,0.547,0.452,0.294,0.113,0.404,0.523,0.497,0.444,2.07,0.565,0.184,0.306,0.313,0.531,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993388,77.669164,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.27,0.34,0.405,0.123,0.189,0.418,0.477,0.483,0.458,0.27,0.13,0.384,0.502,0.464,0.423,2.79,0.442,0.067,0.303,0.261,0.468,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992951,77.674741,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.59,0.64,0.421,0.113,0.398,0.491,0.375,0.518,0.347,0.197,0.157,0.468,0.546,0.502,0.431,3.24,0.528,0.19,0.358,0.21,0.529,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997335,77.671479,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.56,0.49,0.387,0.119,0.246,0.679,0.387,0.474,0.463,0.339,0.13,0.435,0.556,0.496,0.494,2.93,0.502,0.242,0.346,0.315,0.54,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.99098,77.663758,Tin Factory,Tin Factory,Nagavarapalaya Main Road,secondary,secondary,none,7.5m,40.0,0.43,0.32,0.51,0.112,0.454,0.243,0.543,0.595,0.374,0.378,0.156,0.618,0.569,0.336,0.454,5.41,0.658,0.118,0.483,0.35,0.39,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992681,77.663302,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.12,0.5,0.463,0.124,0.309,0.648,0.441,0.508,0.467,0.269,0.158,0.356,0.467,0.556,0.542,3.59,0.551,0.148,0.315,0.269,0.545,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.999423,77.675082,Tin Factory,Tin Factory,,tertiary,tertiary,none,7.5m,30.0,0.32,0.36,0.48,0.141,0.296,0.765,0.483,0.61,0.207,0.392,0.132,0.483,0.483,0.407,0.382,0.85,0.554,0.11,0.435,0.348,0.47,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.998283,77.670018,Tin Factory,Tin Factory,F C I Main Road,tertiary,tertiary,none,7.5m,30.0,0.13,0.31,0.511,0.117,0.486,0.303,0.527,0.592,0.37,0.452,0.11,0.471,0.588,0.384,0.398,13.9,0.525,0.27,0.436,0.422,0.356,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993531,77.663743,Tin Factory,Tin Factory,Nagavarapalaya Main Road,secondary,secondary,none,7.5m,40.0,0.27,0.48,0.455,0.146,0.197,0.669,0.458,0.643,0.289,0.302,0.2,0.513,0.578,0.415,0.381,2.94,0.586,0.166,0.475,0.318,0.415,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990023,77.664338,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.35,0.44,0.391,0.096,0.237,0.31,0.349,0.502,0.439,0.292,0.185,0.433,0.357,0.557,0.538,3.67,0.532,0.177,0.345,0.316,0.508,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997159,77.672475,Tin Factory,Tin Factory,2nd Main Road,residential,residential,none,7.5m,30.0,0.49,0.24,0.446,0.117,0.407,0.657,0.379,0.525,0.49,0.322,0.166,0.442,0.583,0.432,0.497,2.75,0.54,0.206,0.307,0.29,0.557,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992094,77.668516,Tin Factory,Tin Factory,14th Cross Road,residential,residential,none,7.5m,30.0,0.41,0.25,0.391,0.101,0.041,0.837,0.406,0.516,0.479,0.321,0.092,0.425,0.577,0.461,0.484,3.02,0.537,0.291,0.377,0.35,0.551,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.990889,77.664085,Tin Factory,Tin Factory,10th A Cross Street,residential,residential,none,7.5m,30.0,0.13,0.68,0.458,0.12,0.067,0.804,0.487,0.461,0.415,0.355,0.188,0.397,0.424,0.574,0.529,3.9,0.581,0.231,0.417,0.38,0.568,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.000062,77.663344,Tin Factory,Tin Factory,3rd Main Road,tertiary,tertiary,none,7.5m,30.0,0.5,0.47,0.476,0.115,0.406,0.332,0.517,0.575,0.258,0.45,0.096,0.569,0.617,0.442,0.434,36.26,0.604,0.28,0.514,0.49,0.432,5
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.000483,77.667565,Tin Factory,Tin Factory,,tertiary,tertiary,none,7.5m,30.0,0.19,0.36,0.542,0.115,0.365,0.572,0.537,0.583,0.308,0.448,0.079,0.512,0.532,0.433,0.414,1.66,0.6,0.287,0.455,0.469,0.406,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.993405,77.676264,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.33,0.4,0.415,0.111,0.093,0.748,0.404,0.463,0.416,0.244,0.09,0.392,0.532,0.45,0.456,3.18,0.527,0.234,0.411,0.254,0.519,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.003184,77.675559,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.46,0.63,0.415,0.129,0.347,0.586,0.457,0.511,0.352,0.336,0.182,0.42,0.581,0.427,0.428,7.02,0.535,0.283,0.373,0.338,0.471,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.991828,77.667456,Tin Factory,Tin Factory,2nd Main Road,residential,residential,none,7.5m,30.0,0.54,0.39,0.455,0.105,0.443,0.438,0.465,0.553,0.386,0.259,0.149,0.482,0.523,0.492,0.445,2.78,0.597,0.237,0.385,0.268,0.451,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.992814,77.674895,Tin Factory,Tin Factory,A Narayanapura Main Road,residential,residential,none,7.5m,30.0,0.36,0.25,0.43,0.116,0.381,0.179,0.397,0.46,0.316,0.269,0.061,0.424,0.479,0.428,0.429,2.6,0.445,0.187,0.317,0.296,0.413,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997093,77.672738,Tin Factory,Tin Factory,4th Cross Road,residential,residential,none,7.5m,30.0,0.2,0.26,0.398,0.113,0.218,0.82,0.471,0.423,0.393,0.307,0.099,0.401,0.308,0.572,0.501,4.51,0.511,0.116,0.347,0.278,0.606,2
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.001453,77.66626,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.42,0.35,0.465,0.124,0.407,0.114,0.435,0.479,0.422,0.33,0.129,0.438,0.509,0.453,0.484,3.32,0.554,0.187,0.358,0.315,0.417,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997488,77.671259,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.45,0.49,0.413,0.105,0.005,0.855,0.457,0.485,0.463,0.317,0.092,0.462,0.603,0.415,0.488,2.37,0.603,0.2,0.318,0.284,0.579,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.994726,77.671916,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.47,0.31,0.388,0.114,0.416,0.519,0.383,0.52,0.491,0.261,0.103,0.397,0.47,0.455,0.49,2.43,0.525,0.229,0.388,0.289,0.51,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,13.002733,77.671163,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.48,0.32,0.42,0.128,0.436,0.763,0.445,0.524,0.356,0.288,0.175,0.447,0.548,0.448,0.485,8.53,0.505,0.294,0.334,0.284,0.548,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.99803,77.672501,Tin Factory,Tin Factory,,tertiary,tertiary,none,7.5m,30.0,0.27,0.26,0.512,0.125,0.298,0.301,0.489,0.618,0.291,0.34,0.07,0.447,0.61,0.364,0.388,5.81,0.617,0.274,0.424,0.354,0.326,8
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.994237,77.670158,Tin Factory,Tin Factory,,residential,residential,none,7.5m,30.0,0.46,0.33,0.44,0.11,0.158,0.602,0.484,0.537,0.388,0.279,0.097,0.426,0.471,0.486,0.476,4.71,0.567,0.062,0.319,0.302,0.49,6
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.997825,77.664652,Tin Factory,Tin Factory,Benniganahalli Flyover,trunk,trunk,none,7.5m,40.0,0.55,0.52,0.445,0.121,0.264,0.179,0.63,0.72,0.193,0.369,0.135,0.747,0.684,0.377,0.342,85.59,0.713,0.174,0.592,0.412,0.327,4
LOGISTICS / HIGH TRAFFIC ZONES,Bi-directional,12.999081,77.676449,Tin Factory,Tin Factory,Transport Street,residential,residential,none,7.5m,30.0,0.36,0.45,0.433,0.107,0.33,0.659,0.409,0.534,0.435,0.231,0.197,0.41,0.533,0.423,0.485,12.87,0.564,0.242,0.348,0.212,0.505,8
