node_id,lat,lng
262,12.985869,77.605385
263,12.987985,77.60489
264,12.987298,77.6068
265,12.987107,77.60742
266,12.987399,77.6075
267,12.987577,77.60755
268,12.987352,77.607285
269,12.984134,77.60621
270,12.983797,77.60638
271,12.982942,77.61257
272,12.982806,77.612816
273,12.98327,77.61239
274,12.983756,77.61076
275,12.984269,77.61092
276,12.983752,77.61243
277,12.983763,77.61213
278,12.983499,77.61217
279,12.983455,77.612656
280,12.985375,77.611305
281,12.985051,77.61124
282,12.984788,77.611176
283,12.986322,77.610504
284,12.98594,77.610374
285,12.98622,77.61149
286,12.988584,77.61284
287,12.987481,77.602875
288,12.986657,77.60267
289,12.982544,77.60967
290,12.967925,77.60847
291,12.967732,77.60878
292,12.96797,77.6082
293,12.9675045,77.608696
294,12.968359,77.60736
295,12.968392,77.60749
296,12.969008,77.60764
297,12.96886,77.60787
298,12.969031,77.60811
299,12.968541,77.60778
300,12.9686,77.60762
301,12.967806,77.60998
302,12.96765,77.61061
303,12.96824,77.60803
304,12.968678,77.607124
305,12.967299,77.60803
306,12.966923,77.60837
307,12.966772,77.60769
308,12.969541,77.60905
309,12.969811,77.60911
310,12.96985,77.60856
311,12.970325,77.608795
312,12.969579,77.608826
313,12.96948,77.60924
314,12.969526,77.60953
315,12.969642,77.6084
316,12.969769,77.60822
317,12.973833,77.62005
318,12.975015,77.5935
319,12.966819,77.59459
320,12.967066,77.59462
321,12.965922,77.59407
322,12.965806,77.5944
323,12.965896,77.59488
324,12.963748,77.593864
325,12.963032,77.59374
326,12.964299,77.5939
327,12.96474,77.593925
328,12.965286,77.59398
329,12.965717,77.59404
330,12.966048,77.59447
331,12.966219,77.59412
332,12.966614,77.593956
333,12.9667425,77.593376
334,12.96339,77.5936
335,12.963885,77.59374
336,12.965424,77.59324
337,12.96401,77.59349
338,12.965541,77.59402
339,12.963875,77.59325
340,12.963199,77.593285
341,12.96465,77.60576
342,12.964458,77.60572
343,12.964477,77.60622
344,12.963238,77.611305
345,12.963285,77.61161
346,12.963754,77.615
347,12.963707,77.61545
348,12.9643345,77.61496
349,12.963985,77.61563
350,12.964691,77.61689
351,12.964059,77.6166
352,12.965633,77.616745
353,12.96335,77.61334
354,12.962985,77.61521
355,12.963304,77.61511
356,12.963766,77.615974
357,12.964357,77.61605
358,12.965051,77.61541
359,12.964702,77.61645
360,12.965612,77.61489
361,12.964387,77.612045
362,12.96491,77.61323
363,12.966738,77.61299
364,12.963249,77.61404
365,12.963201,77.61242
366,12.96493,77.61225
367,12.964779,77.6129
368,12.9691515,77.59767
369,12.968698,77.597374
370,12.968369,77.59618
371,12.972404,77.59831
372,12.972596,77.59896
373,12.972464,77.59779
374,12.973589,77.59895
375,12.974182,77.59733
376,12.986737,77.59436
377,12.98697,77.59383
378,12.987388,77.594154
379,12.986688,77.59495
380,12.988013,77.60154
381,12.987686,77.60128
382,12.987614,77.6016
383,12.987581,77.60096
384,12.979568,77.60167
385,12.980555,77.60111
386,12.981972,77.601585
387,12.981015,77.602135
388,12.980622,77.6057
389,12.98301,77.60579
390,12.980034,77.59525
391,12.974585,77.59929
392,12.980956,77.59723
393,12.980711,77.59751
394,12.981621,77.5971
395,12.983184,77.59714
396,12.976173,77.5945
397,12.9840765,77.60897
398,12.982023,77.609955
399,12.98349,77.61042
400,12.9645,77.59809
401,12.9648695,77.597626
402,12.963243,77.601135
403,12.965599,77.59759
404,12.964834,77.596886
405,12.96451,77.59681
406,12.966698,77.60016
407,12.967658,77.59986
408,12.963942,77.59718
409,12.963283,77.59605
410,12.967666,77.60058
411,12.962453,77.594955
412,12.962393,77.59516
413,12.962301,77.59484
414,12.962494,77.59514
415,12.962466,77.59524
416,12.962347,77.59454
417,12.976686,77.599266
418,12.978683,77.59832
419,12.9719305,77.61059
420,12.973638,77.61097
421,12.971966,77.60801
422,12.96997,77.611275
423,12.971492,77.61289
424,12.97274,77.61271
425,12.971018,77.61717
426,12.9709835,77.6167
427,12.967371,77.605576
428,12.970669,77.61803
429,12.97167,77.61819
430,12.970862,77.60875
431,12.972657,77.61576
432,12.972744,77.61794
433,12.973112,77.61632
434,12.968022,77.60622
435,12.988206,77.61775
436,12.969194,77.61978
437,12.966727,77.62056
438,12.96578,77.61982
439,12.976694,77.617905
440,12.976571,77.61767
441,12.975331,77.61762
442,12.96575,77.60579
443,12.981784,77.60637
444,12.981992,77.60728
445,12.976434,77.62038
446,12.975848,77.62024
447,12.96691,77.5949
448,12.965805,77.5955
449,12.986484,77.59979
450,12.98766,77.598785
451,12.985505,77.601036
452,12.985399,77.60092
453,12.985602,77.60103
454,12.986016,77.604935
455,12.98585,77.60464
456,12.9859,77.59954
457,12.985674,77.59951
458,12.986192,77.59966
459,12.985647,77.60009
460,12.987861,77.60308
461,12.988297,77.6034
462,12.986758,77.59993
463,12.985829,77.60486
464,12.985902,77.59916
465,12.985238,77.6009
466,12.986274,77.601456
467,12.98636,77.60167
468,12.986084,77.60102
469,12.972291,77.60071
470,12.972329,77.60023
471,12.982565,77.61515
472,12.982632,77.61551
473,12.987165,77.619255
474,12.987264,77.61902
475,12.98501,77.618195
476,12.987309,77.61978
477,12.98695,77.61976
478,12.98616,77.61691
479,12.985386,77.617714
480,12.985553,77.61781
481,12.985191,77.61761
482,12.987031,77.619316
483,12.986719,77.61964
484,12.984443,77.616936
485,12.983743,77.61442
486,12.984379,77.60254
487,12.98407,77.60358
488,12.985731,77.596054
489,12.971982,77.61958
490,12.974371,77.60148
491,12.971628,77.5973
492,12.963717,77.61098
493,12.963996,77.61129
494,12.962643,77.614075
495,12.962357,77.61421
496,12.963136,77.61281
497,12.962666,77.61448
498,12.963921,77.61269
499,12.963678,77.612724
500,12.96265,77.614296
501,12.963606,77.61201
502,12.963884,77.61213
503,12.963764,77.61322
504,12.98204,77.60567
505,12.98638,77.60286
506,12.986267,77.602356
507,12.988644,77.61728
508,12.966852,77.62047
509,12.96435,77.61336
510,12.9647875,77.61356
511,12.965353,77.612724
512,12.971473,77.59575
513,12.981661,77.59651
514,12.978613,77.59849
515,12.972592,77.61945
516,12.97251,77.61928
517,12.968184,77.60635
518,12.973774,77.608
519,12.973551,77.60806
520,12.979462,77.61435
521,12.980805,77.61059
522,12.980714,77.61102
523,12.980958,77.61007
524,12.979565,77.609604
525,12.98079,77.61454
526,12.980862,77.61451
527,12.980808,77.61445
528,12.982149,77.61223
529,12.981786,77.612526
530,12.988639,77.61723
531,12.97634,77.61469
532,12.985137,77.61738
533,12.986108,77.61779
534,12.975632,77.6161
535,12.969049,77.596634
536,12.9694605,77.596214
537,12.97041,77.599236
538,12.970561,77.59857
539,12.981072,77.61579
540,12.980852,77.615074
541,12.981361,77.61561
542,12.980309,77.617386
543,12.982774,77.61582
544,12.982677,77.615776
545,12.98246,77.61571
546,12.987396,77.61936
547,12.987545,77.619446
548,12.981663,77.595345
549,12.980976,77.59735
550,12.980853,77.597855
551,12.974067,77.598694
552,12.9633045,77.603775
553,12.963138,77.61518
554,12.963868,77.60526
555,12.963449,77.615074
556,12.963755,77.613716
557,12.96421,77.613594
558,12.965465,77.61651
559,12.967017,77.60138
560,12.972474,77.60912
561,12.973336,77.60837
562,12.986219,77.60688
563,12.986713,77.60624
564,12.986746,77.60573
565,12.98681,77.60191
566,12.986601,77.6019
567,12.98689,77.60149
568,12.986902,77.601654
569,12.987105,77.611015
570,12.987418,77.608376
571,12.987573,77.610916
572,12.987697,77.60549
573,12.987744,77.60583
574,12.98761,77.60632
575,12.987797,77.60795
576,12.987865,77.60535
577,12.988159,77.608475
578,12.988338,77.608665
579,12.988387,77.601654
580,12.988417,77.60151
581,12.98872,77.60448
582,12.98886,77.61079
583,12.98896,77.61248
584,12.988906,77.60667
585,12.988807,77.603065
586,12.988436,77.60313
587,12.984011,77.61294
588,12.984265,77.61255
589,12.984436,77.611015
590,12.985667,77.612526
591,12.985612,77.60695
592,12.984992,77.60288
593,12.985636,77.60356
594,12.985242,77.601875
595,12.985451,77.60397
596,12.985474,77.604256
597,12.98576,77.60248
598,12.985653,77.60255
599,12.985735,77.60266
600,12.986234,77.60384
601,12.986518,77.60239
602,12.986637,77.6042
603,12.9819355,77.594536
604,12.982575,77.59519
605,12.984684,77.60167
606,12.984512,77.60068
607,12.9662285,77.60677
608,12.965685,77.606865
609,12.972608,77.619545
610,12.972694,77.61969
611,12.964398,77.60675
612,12.965216,77.606766
613,12.971587,77.61955
614,12.970359,77.61758
615,12.985169,77.59953
616,12.985572,77.59795
617,12.985232,77.59807
618,12.985438,77.59881
619,12.984968,77.6
620,12.984145,77.59856
621,12.965165,77.61005
622,12.965053,77.609924
623,12.976102,77.62025
624,12.985044,77.60943
625,12.986477,77.61055
626,12.986082,77.61042
627,12.98788,77.60989
628,12.980159,77.59949
629,12.978189,77.600586
630,12.972168,77.607185
631,12.972131,77.60705
632,12.971042,77.61552
633,12.971276,77.61593
634,12.971238,77.61208
635,12.968861,77.60921
636,12.9691725,77.60751
637,12.969309,77.60674
638,12.969628,77.607346
639,12.969252,77.607185
640,12.972369,77.599525
641,12.976654,77.60104
642,12.969678,77.6122
643,12.972839,77.61996
644,12.974773,77.61835
645,12.984102,77.61479
646,12.981673,77.59665
647,12.981413,77.5961
648,12.981218,77.596695
649,12.980774,77.59699
650,12.977415,77.61925
651,12.976814,77.619064
652,12.97713,77.61862
653,12.975224,77.61953
654,12.975391,77.6202
655,12.975134,77.61998
656,12.975183,77.61974
657,12.975417,77.619865
658,12.977561,77.60761
659,12.977785,77.60672
660,12.9774475,77.60818
661,12.978142,77.60588
662,12.978235,77.60538
663,12.978078,77.60627
664,12.978449,77.60492
665,12.979059,77.60539
666,12.980146,77.61281
667,12.980955,77.59381
668,12.981317,77.59406
669,12.968744,77.60694
670,12.986655,77.61075
671,12.967033,77.606636
672,12.972379,77.59382
673,12.972411,77.594055
674,12.972304,77.59393
675,12.974671,77.59651
676,12.984819,77.61407
677,12.98535,77.61242
678,12.985972,77.60048
679,12.984341,77.60334
680,12.984251,77.6038
681,12.984485,77.60359
682,12.984876,77.60487
683,12.986999,77.6047
684,12.987649,77.6048
685,12.966798,77.614746
686,12.967091,77.61415
687,12.966817,77.61394
688,12.96678,77.61437
689,12.967318,77.61441
690,12.967128,77.61467
691,12.965421,77.61779
692,12.965843,77.60931
693,12.965367,77.6177
694,12.965438,77.61731
695,12.968737,77.61486
696,12.974372,77.611176
697,12.974108,77.61252
698,12.971802,77.594
699,12.971954,77.59411
700,12.972069,77.59415
701,12.97214,77.593735
702,12.972053,77.59385
703,12.972143,77.59401
704,12.9719925,77.59399
705,12.972133,77.59406
706,12.972105,77.5942
707,12.98857,77.6188
708,12.98817,77.619385
709,12.988074,77.619194
710,12.98834,77.61928
711,12.988882,77.61913
712,12.9877,77.61886
713,12.981801,77.60113
714,12.985724,77.598915
715,12.985984,77.598946
716,12.987577,77.61905
717,12.965479,77.61545
718,12.98456,77.61255
719,12.985081,77.61234
720,12.984074,77.61342
721,12.983449,77.61645
722,12.96353,77.61187
723,12.963635,77.612305
724,12.964895,77.61173
725,12.964356,77.61255
726,12.976317,77.61476
727,12.976219,77.61513
728,12.976356,77.61473
729,12.979063,77.61525
730,12.979294,77.614685
731,12.978541,77.61535
732,12.977441,77.61507
733,12.967078,77.6109
734,12.980685,77.597786
735,12.980784,77.59772
736,12.963799,77.613914
737,12.9727335,77.6048
738,12.969707,77.59802
739,12.971183,77.60781
740,12.976204,77.61656
741,12.977233,77.61695
742,12.977053,77.617294
743,12.976248,77.61702
744,12.977877,77.61793
745,12.980384,77.5969
746,12.967266,77.61119
747,12.9779215,77.602135
748,12.977269,77.60204
749,12.978572,77.60223
750,12.984428,77.5979
751,12.979335,77.6025
752,12.979227,77.60251
753,12.97914,77.60298
754,12.965547,77.60147
755,12.985147,77.60121
756,12.978189,77.609085
757,12.979583,77.60955
758,12.965335,77.61229
759,12.965763,77.606224
760,12.981456,77.61162
761,12.981202,77.61071
762,12.980604,77.61334
763,12.980169,77.61335
764,12.980678,77.61385
765,12.984799,77.600624
766,12.984206,77.61386
767,12.975667,77.61336
768,12.975856,77.61258
769,12.97556,77.613884
770,12.97477,77.61594
771,12.976474,77.61744
772,12.962271,77.594604
773,12.962422,77.59472
774,12.96349,77.59603
775,12.964179,77.596535
776,12.969615,77.6067
777,12.968612,77.607315
778,12.968293,77.60708
779,12.968426,77.6077
780,12.968841,77.608475
781,12.967995,77.609375
782,12.967849,77.60883
783,12.96798,77.60893
784,12.968063,77.60898
785,12.967803,77.60954
786,12.96773,77.60937
787,12.966315,77.60717
788,12.982573,77.61551
789,12.985597,77.60162
790,12.975928,77.60492
791,12.976741,77.59874
792,12.976636,77.59912
793,12.976594,77.59929
794,12.976076,77.599556
795,12.975265,77.61439
796,12.974511,77.61419
797,12.975105,77.60806
798,12.9748,77.6096
799,12.96424,77.604294
800,12.986862,77.61276
801,12.962176,77.612495
802,12.988813,77.61961
803,12.9873905,77.61982
804,12.964915,77.59349
805,12.970333,77.61351
806,12.97278,77.61671
807,12.966022,77.60178
808,12.986856,77.59772
809,12.984462,77.59725
810,12.966382,77.61401
811,12.966553,77.602036
812,12.968498,77.61389
813,12.966688,77.59875
814,12.963718,77.61301
815,12.9866295,77.60287
816,12.968387,77.60623
817,12.973619,77.60593
818,12.97799,77.60678
819,12.978028,77.60673
820,12.977748,77.60725
821,12.987456,77.603874
822,12.985056,77.61796
823,12.985245,77.61808
824,12.983901,77.61711
825,12.98357,77.616745
826,12.98349,77.61415
827,12.986391,77.61687
828,12.9866085,77.61683
829,12.986748,77.617325
830,12.986061,77.61761
831,12.987237,77.617676
832,12.98688,77.61782
833,12.98729,77.61812
834,12.98719,77.61866
835,12.988823,77.61764
836,12.988766,77.61741
837,12.987639,77.612
838,12.987757,77.61152
839,12.988313,77.60937
840,12.987969,77.61139
841,12.988153,77.61114
842,12.988184,77.61107
843,12.984869,77.613594
844,12.983594,77.6118
845,12.983563,77.61154
846,12.983103,77.61102
847,12.982721,77.61156
848,12.982613,77.6116
849,12.982865,77.61181
850,12.982783,77.61194
851,12.980481,77.61275
852,12.974986,77.61962
853,12.966371,77.61408
854,12.966386,77.61397
855,12.975486,77.60268
856,12.975553,77.60267
857,12.976536,77.601166
858,12.975809,77.6154
859,12.974508,77.61814
860,12.984962,77.603
861,12.984718,77.60308
862,12.985651,77.60412
863,12.98567,77.60453
864,12.98569,77.60473
865,12.984549,77.60325
866,12.984624,77.60344
867,12.98457,77.60372
868,12.984122,77.60384
869,12.9847765,77.60467
870,12.985009,77.60507
871,12.985065,77.60481
872,12.98497,77.604385
873,12.984435,77.606064
874,12.982676,77.6104
875,12.988472,77.60556
876,12.988422,77.605965
877,12.988203,77.605934
878,12.988821,77.606865
879,12.985952,77.60949
880,12.985021,77.61003
881,12.984823,77.609886
882,12.984367,77.60943
883,12.984604,77.60813
884,12.986008,77.60686
885,12.98596,77.6063
886,12.986049,77.60561
887,12.98631,77.606064
888,12.98625,77.60644
889,12.986524,77.60573
890,12.986481,77.604996
891,12.986353,77.6037
892,12.986914,77.60316
893,12.987685,77.60324
894,12.987676,77.60653
895,12.987317,77.609634
896,12.985668,77.61755
897,12.986113,77.60736
898,12.986028,77.607185
899,12.969849,77.61667
900,12.964807,77.61549
901,12.96316,77.61212
902,12.965147,77.61033
903,12.964728,77.60573
904,12.96709,77.60542
905,12.9626255,77.60338
906,12.96541,77.60599
907,12.967904,77.60772
908,12.969132,77.60991
909,12.967283,77.6043
910,12.972486,77.59758
911,12.982238,77.602615
912,12.987547,77.59914
913,12.988794,77.59986
914,12.988769,77.59959
915,12.988472,77.59961
916,12.987109,77.60157
917,12.98708,77.60181
918,12.988974,77.60192
919,12.987484,77.60068
920,12.986367,77.60052
921,12.986257,77.60088
922,12.986584,77.60095
923,12.986535,77.60122
924,12.986101,77.60031
925,12.986184,77.60088
926,12.985737,77.60091
927,12.986006,77.60066
928,12.985902,77.60096
929,12.985399,77.600174
930,12.985595,77.60069
931,12.985565,77.60057
932,12.98533,77.60036
933,12.985344,77.60101
934,12.986014,77.60202
935,12.985469,77.60208
936,12.985363,77.60234
937,12.985427,77.60295
938,12.985498,77.60316
939,12.985112,77.60249
940,12.985064,77.602165
941,12.985035,77.60195
942,12.986616,77.60328
943,12.986917,77.6025
944,12.98733,77.60242
945,12.987721,77.60243
946,12.98788,77.60226
947,12.987503,77.602554
948,12.988448,77.60268
949,12.988547,77.6027
950,12.988467,77.60174
951,12.966202,77.60665
952,12.971242,77.59798
953,12.971163,77.59787
954,12.97209,77.600235
955,12.966969,77.60244
956,12.967068,77.602554
957,12.967964,77.60268
958,12.9639225,77.59813
959,12.962445,77.59442
960,12.965118,77.602196
961,12.973736,77.61384
962,12.973796,77.613365
963,12.9771385,77.60872
964,12.976536,77.60857
965,12.977183,77.60879
966,12.976827,77.61008
967,12.97726,77.60876
968,12.977215,77.608696
969,12.977329,77.60813
970,12.97926,77.60241
971,12.979188,77.60245
972,12.978538,77.60235
973,12.975855,77.61453
974,12.981589,77.608116
975,12.976608,77.59968
976,12.976543,77.599686
977,12.986165,77.60849
978,12.982966,77.59651
979,12.982517,77.59533
980,12.98322,77.5958
981,12.983753,77.59637
982,12.97634,77.61133
983,12.980993,77.6101
984,12.980895,77.610565
985,12.97502,77.60793
986,12.975135,77.60795
987,12.975526,77.60612
988,12.976303,77.61472
989,12.97583,77.61461
990,12.963004,77.59867
991,12.970611,77.608475
992,12.970282,77.6091
993,12.970648,77.609436
994,12.96674,77.60453
995,12.972657,77.6195
996,12.976166,77.61511
997,12.97219,77.593994
998,12.972259,77.593864
999,12.9843235,77.59708
1000,12.984203,77.597046
1001,12.984417,77.59703
1002,12.964912,77.60518
1003,12.980065,77.60269
1004,12.97935,77.602455
1005,12.9793,77.60247
1006,12.971783,77.600235
1007,12.971672,77.6195
1008,12.964063,77.61267
1009,12.963746,77.6135
1010,12.962553,77.59426
1011,12.987703,77.60415
1012,12.963708,77.59799
1013,12.96368,77.59826
1014,12.984608,77.60929
1015,12.984235,77.60919
1016,12.965276,77.61634
1017,12.966811,77.60086
1018,12.98556,77.618065
1019,12.985747,77.61793
1020,12.984345,77.61021
1021,12.9724,77.61515
1022,12.985546,77.60265
1023,12.984546,77.5984
1024,12.98642,77.61185
1025,12.98723,77.60872
1026,12.987878,77.61254
1027,12.962997,77.61231
1028,12.9632635,77.61266
1029,12.975704,77.61858
1030,12.973486,77.610596
1031,12.973744,77.610886
1032,12.980617,77.597145
1033,12.980859,77.59723
1034,12.982379,77.59712
1035,12.973725,77.60475
1036,12.973657,77.59797
1037,12.962201,77.59568
1038,12.96713,77.594826
1039,12.973712,77.61394
1040,12.973143,77.61669
1041,12.975336,77.61437
1042,12.977944,77.60666
1043,12.97862,77.60685
1044,12.977714,77.60895
1045,12.973671,77.61388
1046,12.977907,77.60677
1047,12.975071,77.60799
1048,12.975006,77.60799
1049,12.975169,77.608025
1050,12.975589,77.6081
1051,12.972063,77.61949
1052,12.972444,77.61931
1053,12.972418,77.61946
1054,12.972543,77.6195
1055,12.974389,77.6111
1056,12.974538,77.61024
1057,12.974327,77.61113
1058,12.97405,77.611176
1059,12.974434,77.611145
1060,12.970495,77.61001
1061,12.980837,77.5937
1062,12.972704,77.61745
1063,12.972932,77.61713
1064,12.964123,77.61058
1065,12.976167,77.611855
1066,12.963356,77.601166
1067,12.96497,77.59658
1068,12.973134,77.60017
1069,12.96859,77.595924
1070,12.964894,77.596825
1071,12.965138,77.595894
1072,12.963394,77.59866
1073,12.963633,77.598885
1074,12.963384,77.59845
1075,12.97575,77.62025
1076,12.97572,77.62005
1077,12.981802,77.59445
1078,12.977633,77.619125
1079,12.96315,77.59453
1080,12.975621,77.59411
1081,12.976638,77.60183
1082,12.983899,77.59712
1083,12.98368,77.59647
1084,12.972849,77.62012
1085,12.9727,77.6202
1086,12.972625,77.62002
1087,12.972674,77.61996
1088,12.972485,77.61966
1089,12.967004,77.61609
1090,12.969668,77.60541
1091,12.968452,77.606125
1092,12.968282,77.60616
1093,12.9666605,77.60874
1094,12.965864,77.60935
1095,12.967116,77.6111
1096,12.967415,77.61083
1097,12.984515,77.59724
1098,12.984545,77.597145
1099,12.974935,77.61778
1100,12.966538,77.61389
1101,12.9712,77.59787
1102,12.975311,77.61445
1103,12.983794,77.6099
1104,12.984676,77.60743
1105,12.984978,77.60753
1106,12.984375,77.597244
1107,12.984039,77.59786
1108,12.984362,77.597176
1109,12.98424,77.597145
1110,12.98449,77.59711
1111,12.984448,77.59719
1112,12.9668255,77.61467
1113,12.988354,77.60277
1114,12.96489,77.59699
1115,12.965031,77.59705
1116,12.9654455,77.61875
1117,12.966125,77.60674
1118,12.966121,77.60668
1119,12.973996,77.61252
1120,12.9644985,77.60679
1121,12.964848,77.606926
1122,12.975971,77.6083
1123,12.958395,77.60454
1124,12.958454,77.60496
1125,12.959942,77.601906
1126,12.958136,77.60286
1127,12.958579,77.60158
1128,12.95512,77.604004
1129,12.955634,77.605576
1130,12.96183,77.59595
1131,12.956465,77.60532
1132,12.957196,77.605865
1133,12.956957,77.60501
1134,12.957838,77.60522
1135,12.95817,77.60363
1136,12.958788,77.60271
1137,12.9595375,77.60181
1138,12.959611,77.60418
1139,12.961679,77.59845
1140,12.961847,77.59865
1141,12.959434,77.60294
1142,12.961871,77.60145
1143,12.960848,77.60492
1144,12.959742,77.60488
1145,12.9620905,77.59892
1146,12.961784,77.59887
1147,12.963166,77.59589
1148,12.962364,77.60289
