zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count
CENTRAL BANGALORE,Bi-directional,12.989192,77.610037,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.58,0.37,0.654,0.331,0.477,0.321,0.548,0.733,0.331,0.503,0.136,0.401,0.411,0.297,0.384,3.4,0.639,0.145,0.398,0.521,0.326,4
CENTRAL BANGALORE,Bi-directional,12.982782,77.601439,Shivajinagar,Shivajinagar,Bowring Hospital Road,residential,residential,none,7.5m,30.0,0.47,0.25,0.634,0.426,0.472,0.134,0.506,0.602,0.443,0.388,0.095,0.421,0.451,0.318,0.395,7.78,0.51,0.174,0.32,0.378,0.382,4
CENTRAL BANGALORE,Bi-directional,12.990164,77.610683,Shivajinagar,Shivajinagar,Mackan Road,tertiary,tertiary,none,7.5m,30.0,0.12,0.44,0.684,0.379,0.214,0.895,0.679,0.778,0.335,0.637,0.111,0.418,0.607,0.196,0.37,8.56,0.64,0.11,0.469,0.685,0.42,8
CENTRAL BANGALORE,Bi-directional,12.985673,77.604532,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.3,0.42,0.657,0.371,0.209,0.245,0.601,0.717,0.215,0.472,0.116,0.331,0.496,0.263,0.324,1.98,0.564,0.081,0.275,0.481,0.325,6
CENTRAL BANGALORE,Bi-directional,12.987881,77.612541,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.43,0.21,0.658,0.397,0.066,0.762,0.56,0.721,0.257,0.465,0.129,0.437,0.468,0.346,0.424,4.73,0.608,0.095,0.392,0.504,0.416,6
CENTRAL BANGALORE,Bi-directional,12.984009,77.609239,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.19,0.4,0.543,0.38,0.481,0.665,0.611,0.643,0.272,0.411,0.161,0.372,0.406,0.314,0.38,1.99,0.49,0.076,0.401,0.381,0.482,6
CENTRAL BANGALORE,Bi-directional,12.9884,77.606472,Shivajinagar,Shivajinagar,Sultan Gunta Road,tertiary,tertiary,none,7.5m,30.0,0.46,0.46,0.842,0.483,0.248,0.88,0.673,0.824,0.369,0.531,0.055,0.504,0.568,0.276,0.365,5.49,0.622,0.183,0.439,0.491,0.468,4
CENTRAL BANGALORE,Bi-directional,12.986707,77.600305,Shivajinagar,Shivajinagar,Old Cemetery Road,residential,residential,none,7.5m,30.0,0.17,0.64,0.72,0.352,0.079,0.574,0.538,0.67,0.375,0.402,0.185,0.351,0.496,0.359,0.444,1.85,0.6,0.23,0.295,0.396,0.477,6
CENTRAL BANGALORE,Bi-directional,12.986353,77.603698,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.39,0.35,0.589,0.345,0.04,0.205,0.651,0.742,0.226,0.452,0.139,0.34,0.503,0.356,0.391,2.9,0.597,0.214,0.352,0.398,0.293,6
CENTRAL BANGALORE,Bi-directional,12.988091,77.609939,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.33,0.46,0.584,0.334,0.412,0.643,0.572,0.629,0.495,0.449,0.075,0.397,0.517,0.296,0.453,6.0,0.639,0.142,0.286,0.47,0.507,6
CENTRAL BANGALORE,Bi-directional,12.986968,77.608971,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.2,0.68,0.72,0.361,0.376,0.655,0.525,0.627,0.359,0.435,0.144,0.381,0.472,0.282,0.404,17.04,0.604,0.143,0.323,0.414,0.483,6
CENTRAL BANGALORE,Bi-directional,12.985612,77.602379,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.58,0.27,0.553,0.298,0.313,0.53,0.655,0.679,0.354,0.533,0.197,0.479,0.492,0.245,0.419,3.22,0.665,0.197,0.341,0.54,0.362,6
CENTRAL BANGALORE,Bi-directional,12.983905,77.609602,Shivajinagar,Shivajinagar,LM Street,residential,residential,none,7.5m,30.0,0.54,0.54,0.618,0.406,0.245,0.594,0.534,0.647,0.463,0.439,0.082,0.491,0.5,0.365,0.454,0.25,0.602,0.098,0.295,0.394,0.495,6
CENTRAL BANGALORE,Bi-directional,12.984597,77.602626,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.41,0.7,0.622,0.398,0.439,0.323,0.656,0.721,0.216,0.484,0.07,0.386,0.429,0.403,0.381,4.3,0.61,0.185,0.415,0.446,0.336,2
CENTRAL BANGALORE,Bi-directional,12.990847,77.603813,Shivajinagar,Shivajinagar,Cockburn Road,tertiary,tertiary,none,7.5m,30.0,0.46,0.59,0.833,0.467,0.296,0.307,0.653,0.805,0.351,0.594,0.08,0.493,0.655,0.247,0.381,7.53,0.767,0.13,0.478,0.612,0.334,6
CENTRAL BANGALORE,Bi-directional,12.984345,77.610208,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.43,0.31,0.705,0.41,0.45,0.299,0.618,0.728,0.347,0.44,0.169,0.461,0.518,0.283,0.33,2.45,0.531,0.263,0.312,0.419,0.393,6
CENTRAL BANGALORE,Bi-directional,12.98799,77.606599,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.4,0.68,0.689,0.377,0.131,0.597,0.521,0.631,0.481,0.435,0.111,0.479,0.543,0.334,0.418,9.44,0.661,0.128,0.328,0.405,0.505,6
CENTRAL BANGALORE,Bi-directional,12.98836,77.601934,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.27,0.49,0.712,0.34,0.142,0.824,0.539,0.615,0.309,0.382,0.114,0.35,0.514,0.36,0.39,2.78,0.511,0.076,0.394,0.357,0.517,6
CENTRAL BANGALORE,Bi-directional,12.986714,77.606241,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.32,0.63,0.643,0.373,0.333,0.102,0.624,0.673,0.389,0.416,0.153,0.419,0.478,0.297,0.376,2.88,0.596,0.211,0.33,0.388,0.321,6
CENTRAL BANGALORE,Bi-directional,12.989392,77.602002,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,30.0,0.24,0.22,0.8,0.414,0.065,0.701,0.697,0.731,0.313,0.625,0.138,0.45,0.502,0.188,0.415,3.48,0.588,0.286,0.506,0.643,0.437,6
CENTRAL BANGALORE,Bi-directional,12.991704,77.608316,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.38,0.45,0.567,0.346,0.449,0.676,0.636,0.648,0.356,0.539,0.064,0.409,0.513,0.278,0.426,2.96,0.604,0.152,0.269,0.496,0.457,6
CENTRAL BANGALORE,Bi-directional,12.99069,77.608238,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.48,0.43,0.607,0.392,0.498,0.499,0.561,0.701,0.335,0.53,0.108,0.374,0.461,0.325,0.362,0.94,0.642,0.299,0.306,0.513,0.364,6
CENTRAL BANGALORE,Bi-directional,12.98563,77.610869,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,30.0,0.4,0.59,0.765,0.423,0.163,0.273,0.669,0.753,0.376,0.683,0.067,0.536,0.585,0.291,0.357,1.8,0.632,0.267,0.461,0.714,0.389,6
CENTRAL BANGALORE,Bi-directional,12.985421,77.611796,Shivajinagar,Shivajinagar,Kamaraj Road,tertiary,tertiary,none,7.5m,30.0,0.57,0.36,0.685,0.412,0.244,0.504,0.637,0.82,0.377,0.603,0.11,0.53,0.506,0.237,0.377,3.2,0.646,0.164,0.396,0.605,0.337,4
CENTRAL BANGALORE,Bi-directional,12.984076,77.60897,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.57,0.47,0.602,0.301,0.022,0.752,0.567,0.706,0.336,0.421,0.078,0.435,0.485,0.392,0.401,3.45,0.595,0.064,0.33,0.431,0.438,4
CENTRAL BANGALORE,Bi-directional,12.98551,77.608872,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.39,0.54,0.617,0.398,0.38,0.746,0.578,0.712,0.434,0.468,0.159,0.442,0.51,0.344,0.452,3.47,0.574,0.184,0.345,0.44,0.528,4
CENTRAL BANGALORE,Bi-directional,12.98354,77.611246,Shivajinagar,Shivajinagar,Sangam Road,residential,residential,none,7.5m,30.0,0.3,0.34,0.595,0.343,0.417,0.696,0.587,0.67,0.433,0.424,0.161,0.424,0.474,0.35,0.459,5.45,0.554,0.063,0.31,0.468,0.443,6
CENTRAL BANGALORE,Bi-directional,12.990021,77.603335,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,none,7.5m,30.0,0.3,0.34,0.783,0.458,0.19,0.527,0.666,0.758,0.237,0.59,0.174,0.52,0.596,0.252,0.36,9.22,0.723,0.247,0.403,0.578,0.323,8
CENTRAL BANGALORE,Bi-directional,12.991195,77.604969,Shivajinagar,Shivajinagar,Sultan Gunta Road,primary,primary,none,7.5m,50.0,0.31,0.53,0.66,0.384,0.346,0.764,0.695,0.915,0.197,0.601,0.157,0.627,0.718,0.185,0.286,4.64,0.662,0.246,0.564,0.57,0.316,6
CENTRAL BANGALORE,Bi-directional,12.986115,77.603706,Shivajinagar,Shivajinagar,Noah Street,residential,residential,none,7.5m,30.0,0.33,0.31,0.611,0.407,0.156,0.292,0.605,0.694,0.389,0.467,0.133,0.44,0.536,0.24,0.409,2.64,0.562,0.175,0.265,0.512,0.403,8
CENTRAL BANGALORE,Bi-directional,12.985025,77.600802,Shivajinagar,Shivajinagar,Chick Bazaar Road,residential,residential,none,7.5m,30.0,0.56,0.41,0.705,0.419,0.088,0.475,0.628,0.668,0.445,0.459,0.124,0.419,0.57,0.294,0.403,1.08,0.609,0.168,0.29,0.476,0.392,6
CENTRAL BANGALORE,Bi-directional,12.9869,77.601514,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.15,0.37,0.709,0.345,0.227,0.655,0.558,0.618,0.375,0.448,0.092,0.399,0.518,0.358,0.407,4.71,0.527,0.063,0.283,0.46,0.465,6
CENTRAL BANGALORE,Bi-directional,12.985335,77.607016,Shivajinagar,Shivajinagar,Dharamaraja Koil Street,tertiary,tertiary,none,7.5m,30.0,0.28,0.54,0.804,0.479,0.004,0.282,0.68,0.777,0.369,0.606,0.177,0.455,0.64,0.241,0.396,2.88,0.639,0.107,0.512,0.662,0.309,7
CENTRAL BANGALORE,Bi-directional,12.981972,77.601588,Shivajinagar,Shivajinagar,Union street,residential,residential,none,7.5m,30.0,0.28,0.25,0.611,0.336,0.06,0.398,0.606,0.607,0.455,0.441,0.149,0.409,0.379,0.338,0.43,14.55,0.588,0.129,0.293,0.394,0.428,4
CENTRAL BANGALORE,Bi-directional,12.986128,77.601644,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.42,0.25,0.681,0.335,0.328,0.205,0.543,0.636,0.383,0.522,0.089,0.423,0.566,0.295,0.37,4.18,0.596,0.082,0.263,0.564,0.343,8
CENTRAL BANGALORE,Bi-directional,12.991233,77.60793,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.54,0.62,0.694,0.367,0.298,0.707,0.577,0.604,0.341,0.403,0.117,0.516,0.595,0.309,0.448,3.02,0.673,0.173,0.4,0.42,0.503,6
CENTRAL BANGALORE,Bi-directional,12.985313,77.602653,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.31,0.51,0.618,0.355,0.166,0.12,0.632,0.705,0.34,0.503,0.155,0.432,0.498,0.283,0.358,2.23,0.583,0.288,0.367,0.486,0.352,6
CENTRAL BANGALORE,Bi-directional,12.987969,77.611392,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.18,0.41,0.602,0.43,0.331,0.83,0.606,0.675,0.478,0.454,0.084,0.341,0.523,0.359,0.416,4.8,0.582,0.241,0.312,0.427,0.575,6
CENTRAL BANGALORE,Bi-directional,12.989785,77.606698,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.49,0.43,0.606,0.382,0.227,0.222,0.526,0.717,0.258,0.458,0.074,0.429,0.525,0.27,0.372,3.35,0.655,0.155,0.382,0.415,0.34,8
CENTRAL BANGALORE,Bi-directional,12.98642,77.611847,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.21,0.33,0.605,0.391,0.072,0.587,0.604,0.716,0.359,0.437,0.061,0.323,0.43,0.312,0.375,4.39,0.603,0.197,0.388,0.483,0.42,4
CENTRAL BANGALORE,Bi-directional,12.987702,77.610168,Shivajinagar,Shivajinagar,Mackan Road,tertiary,tertiary,none,7.5m,30.0,0.45,0.43,0.71,0.392,0.275,0.721,0.695,0.794,0.358,0.6,0.056,0.51,0.605,0.228,0.418,2.42,0.747,0.257,0.479,0.548,0.394,6
CENTRAL BANGALORE,Bi-directional,12.989082,77.603915,Shivajinagar,Shivajinagar,Cockburn Road,tertiary,tertiary,none,7.5m,30.0,0.34,0.38,0.717,0.468,0.3,0.317,0.677,0.797,0.302,0.659,0.099,0.498,0.532,0.282,0.411,10.42,0.637,0.279,0.469,0.621,0.339,6
CENTRAL BANGALORE,Bi-directional,12.986743,77.611375,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,30.0,0.23,0.56,0.774,0.454,0.34,0.3,0.594,0.716,0.239,0.586,0.125,0.516,0.581,0.207,0.4,4.09,0.738,0.179,0.453,0.613,0.295,6
CENTRAL BANGALORE,Bi-directional,12.983978,77.611376,Shivajinagar,Shivajinagar,Kamaraj Road,tertiary,tertiary,none,7.5m,30.0,0.37,0.36,0.779,0.387,0.118,0.433,0.608,0.729,0.366,0.582,0.132,0.564,0.472,0.236,0.382,3.09,0.712,0.127,0.513,0.611,0.396,4
CENTRAL BANGALORE,Bi-directional,12.980342,77.611922,Shivajinagar,Shivajinagar,Dickenson Road,secondary,secondary,none,7.5m,40.0,0.43,0.24,0.755,0.462,0.31,0.738,0.687,0.807,0.365,0.613,0.071,0.651,0.449,0.282,0.43,17.69,0.71,0.227,0.452,0.563,0.386,1
CENTRAL BANGALORE,Bi-directional,12.984707,77.610126,Shivajinagar,Shivajinagar,Dharamaraja Koil Street,tertiary,tertiary,none,7.5m,30.0,0.14,0.21,0.864,0.487,0.006,0.58,0.648,0.746,0.264,0.556,0.141,0.427,0.63,0.166,0.327,4.8,0.643,0.19,0.476,0.598,0.382,8
CENTRAL BANGALORE,Bi-directional,12.984978,77.60753,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.3,0.26,0.548,0.393,0.421,0.465,0.661,0.708,0.298,0.522,0.144,0.317,0.412,0.242,0.363,2.55,0.631,0.126,0.269,0.523,0.355,6
CENTRAL BANGALORE,Bi-directional,12.992065,77.599983,Shivajinagar,Shivajinagar,Queen's Road,primary,primary,none,7.5m,50.0,0.12,0.65,0.752,0.453,0.356,0.531,0.71,0.879,0.278,0.637,0.157,0.679,0.616,0.18,0.315,4.63,0.696,0.064,0.623,0.69,0.336,2
CENTRAL BANGALORE,Bi-directional,12.985801,77.609459,Shivajinagar,Shivajinagar,,tertiary,tertiary,none,7.5m,30.0,0.43,0.6,0.747,0.388,0.051,0.798,0.7,0.81,0.394,0.611,0.17,0.502,0.568,0.195,0.435,6.16,0.738,0.121,0.508,0.55,0.488,6
CENTRAL BANGALORE,Bi-directional,12.985345,77.61075,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,30.0,0.47,0.6,0.821,0.49,0.085,0.661,0.583,0.778,0.274,0.577,0.092,0.543,0.628,0.269,0.348,4.36,0.73,0.299,0.385,0.514,0.366,6
CENTRAL BANGALORE,Bi-directional,12.985257,77.600512,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.59,0.3,0.697,0.425,0.434,0.801,0.599,0.677,0.449,0.397,0.187,0.523,0.56,0.299,0.432,3.5,0.635,0.211,0.3,0.41,0.467,6
CENTRAL BANGALORE,Bi-directional,12.987488,77.6058,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.4,0.48,0.679,0.396,0.475,0.736,0.603,0.636,0.442,0.478,0.088,0.398,0.531,0.311,0.462,6.71,0.633,0.245,0.376,0.438,0.463,6
CENTRAL BANGALORE,Bi-directional,12.988037,77.608058,Shivajinagar,Shivajinagar,AM Road,tertiary,tertiary,none,7.5m,30.0,0.52,0.4,0.799,0.398,0.301,0.323,0.63,0.734,0.216,0.569,0.149,0.535,0.633,0.274,0.347,5.67,0.646,0.271,0.488,0.572,0.307,6
CENTRAL BANGALORE,Bi-directional,12.991007,77.612117,Shivajinagar,Shivajinagar,Pettigrove Street,residential,residential,none,7.5m,30.0,0.46,0.28,0.686,0.364,0.127,0.556,0.536,0.655,0.478,0.413,0.053,0.489,0.547,0.277,0.445,1.96,0.563,0.292,0.363,0.365,0.465,6
CENTRAL BANGALORE,Bi-directional,12.985027,77.604459,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.41,0.56,0.699,0.329,0.366,0.214,0.622,0.633,0.347,0.461,0.134,0.447,0.54,0.286,0.391,7.41,0.598,0.228,0.399,0.492,0.408,6
CENTRAL BANGALORE,Bi-directional,12.990665,77.608069,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.56,0.59,0.562,0.298,0.315,0.334,0.626,0.706,0.2,0.529,0.085,0.48,0.589,0.329,0.335,3.19,0.666,0.061,0.283,0.58,0.373,8
CENTRAL BANGALORE,Bi-directional,12.988354,77.611281,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.25,0.38,0.638,0.422,0.396,0.814,0.567,0.68,0.41,0.477,0.159,0.419,0.442,0.34,0.433,0.87,0.596,0.07,0.366,0.516,0.518,6
CENTRAL BANGALORE,Bi-directional,12.991421,77.609452,Shivajinagar,Shivajinagar,Seppings Road,tertiary,tertiary,none,7.5m,30.0,0.26,0.29,0.838,0.502,0.464,0.712,0.651,0.741,0.309,0.688,0.093,0.47,0.547,0.25,0.415,2.9,0.694,0.204,0.47,0.764,0.435,6
CENTRAL BANGALORE,Bi-directional,12.990732,77.608712,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.45,0.41,0.668,0.422,0.274,0.325,0.631,0.63,0.412,0.521,0.16,0.477,0.491,0.313,0.381,3.82,0.645,0.128,0.295,0.571,0.384,6
CENTRAL BANGALORE,Bi-directional,12.987907,77.600055,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.35,0.59,0.602,0.347,0.113,0.736,0.584,0.614,0.413,0.458,0.121,0.446,0.556,0.387,0.473,20.49,0.615,0.077,0.309,0.452,0.548,6
CENTRAL BANGALORE,Bi-directional,12.989621,77.611194,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,none,7.5m,30.0,0.34,0.63,0.86,0.456,0.061,0.659,0.626,0.73,0.211,0.575,0.118,0.557,0.62,0.211,0.329,1.76,0.637,0.128,0.463,0.561,0.372,6
CENTRAL BANGALORE,Bi-directional,12.989225,77.602153,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,30.0,0.23,0.58,0.865,0.44,0.487,0.304,0.646,0.779,0.377,0.651,0.199,0.488,0.597,0.189,0.388,0.98,0.69,0.223,0.459,0.713,0.296,6
CENTRAL BANGALORE,Bi-directional,12.986086,77.601418,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.42,0.51,0.618,0.35,0.163,0.384,0.538,0.705,0.268,0.468,0.169,0.402,0.58,0.317,0.358,1.53,0.655,0.273,0.351,0.516,0.412,8
CENTRAL BANGALORE,Bi-directional,12.984977,77.604699,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.55,0.64,0.665,0.367,0.129,0.182,0.606,0.715,0.3,0.457,0.171,0.44,0.509,0.264,0.364,2.16,0.659,0.106,0.322,0.509,0.321,6
CENTRAL BANGALORE,Bi-directional,12.986884,77.604238,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,30.0,0.45,0.49,0.736,0.498,0.42,0.477,0.684,0.794,0.334,0.61,0.065,0.502,0.642,0.254,0.383,3.5,0.744,0.147,0.477,0.649,0.334,6
CENTRAL BANGALORE,Bi-directional,12.985363,77.602339,Shivajinagar,Shivajinagar,,living_street,living_street,none,7.5m,20.0,0.5,0.37,0.618,0.381,0.09,0.28,0.57,0.689,0.266,0.476,0.193,0.468,0.432,0.247,0.369,1.84,0.666,0.137,0.3,0.442,0.354,6
CENTRAL BANGALORE,Bi-directional,12.985724,77.598906,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.17,0.27,0.734,0.414,0.457,0.516,0.541,0.669,0.309,0.415,0.117,0.436,0.452,0.312,0.36,2.87,0.526,0.146,0.299,0.459,0.384,6
CENTRAL BANGALORE,Bi-directional,12.988611,77.603309,Shivajinagar,Shivajinagar,Slater House A Street,residential,residential,none,7.5m,30.0,0.33,0.46,0.621,0.323,0.377,0.398,0.531,0.608,0.413,0.44,0.112,0.418,0.631,0.287,0.416,2.3,0.618,0.067,0.345,0.487,0.386,10
CENTRAL BANGALORE,Bi-directional,12.989991,77.602134,Shivajinagar,Shivajinagar,Thimmaiah Road,tertiary,tertiary,none,7.5m,30.0,0.17,0.67,0.738,0.428,0.081,0.28,0.619,0.703,0.281,0.611,0.173,0.525,0.575,0.245,0.358,14.27,0.683,0.1,0.465,0.635,0.307,6
CENTRAL BANGALORE,Bi-directional,12.984453,77.611024,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.3,0.62,0.723,0.386,0.01,0.81,0.625,0.61,0.439,0.519,0.069,0.396,0.485,0.353,0.431,14.13,0.598,0.226,0.387,0.564,0.528,4
CENTRAL BANGALORE,Bi-directional,12.985443,77.601137,Shivajinagar,Shivajinagar,,residential,residential,none,7.5m,30.0,0.22,0.69,0.642,0.393,0.229,0.526,0.612,0.69,0.36,0.488,0.067,0.44,0.55,0.273,0.353,1.3,0.568,0.144,0.317,0.495,0.394,6
