zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count
SOUTH BANGALORE,Bi-directional,12.907058,77.583549,JP Nagar,JP Nagar,14th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.37,0.24,0.65,0.339,0.22,0.619,0.619,0.689,0.338,0.478,0.148,0.459,0.589,0.287,0.369,10.16,0.572,0.082,0.411,0.529,0.383,6
SOUTH BANGALORE,Bi-directional,12.907526,77.584072,JP Nagar,JP Nagar,28th Main Road,residential,residential,none,7.5m,30.0,0.24,0.42,0.531,0.308,0.339,0.279,0.477,0.642,0.491,0.441,0.159,0.34,0.489,0.316,0.415,3.02,0.504,0.219,0.269,0.479,0.415,6
SOUTH BANGALORE,Bi-directional,12.90325,77.587086,JP Nagar,JP Nagar,22nd Main Road,residential,residential,none,7.5m,30.0,0.36,0.41,0.598,0.263,0.016,0.86,0.487,0.594,0.43,0.383,0.068,0.47,0.573,0.356,0.451,2.5,0.515,0.299,0.3,0.364,0.511,8
SOUTH BANGALORE,Bi-directional,12.911063,77.590053,JP Nagar,JP Nagar,18th B Main Road,residential,residential,none,7.5m,30.0,0.14,0.54,0.538,0.337,0.315,0.739,0.443,0.594,0.352,0.302,0.065,0.333,0.477,0.44,0.461,2.55,0.556,0.1,0.3,0.304,0.516,6
SOUTH BANGALORE,Bi-directional,12.904151,77.589093,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.19,0.37,0.582,0.3,0.126,0.857,0.454,0.572,0.436,0.421,0.131,0.357,0.325,0.46,0.494,3.62,0.517,0.084,0.332,0.421,0.502,2
SOUTH BANGALORE,Bi-directional,12.913832,77.591899,JP Nagar,JP Nagar,16th A Main Road,residential,residential,none,7.5m,30.0,0.53,0.29,0.632,0.263,0.119,0.717,0.531,0.58,0.361,0.384,0.154,0.456,0.528,0.332,0.443,14.71,0.531,0.053,0.376,0.426,0.448,8
SOUTH BANGALORE,Bi-directional,12.909638,77.592904,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.2,0.35,0.633,0.312,0.131,0.426,0.535,0.571,0.326,0.339,0.183,0.368,0.415,0.487,0.409,6.89,0.531,0.256,0.408,0.33,0.422,2
SOUTH BANGALORE,Bi-directional,12.908755,77.586801,JP Nagar,JP Nagar,11th B Cross Road,residential,residential,none,7.5m,30.0,0.5,0.24,0.603,0.288,0.17,0.377,0.446,0.562,0.358,0.373,0.086,0.396,0.509,0.366,0.393,8.19,0.529,0.222,0.286,0.379,0.404,6
SOUTH BANGALORE,Bi-directional,12.907229,77.58832,JP Nagar,JP Nagar,20th Main Road,residential,residential,none,7.5m,30.0,0.18,0.26,0.527,0.287,0.177,0.112,0.446,0.618,0.392,0.406,0.125,0.347,0.5,0.392,0.417,4.54,0.441,0.097,0.36,0.448,0.324,6
SOUTH BANGALORE,Bi-directional,12.907876,77.579915,JP Nagar,JP Nagar,34th Main Road,residential,residential,none,7.5m,30.0,0.25,0.29,0.599,0.292,0.344,0.357,0.502,0.599,0.453,0.404,0.076,0.393,0.374,0.38,0.424,1.93,0.45,0.174,0.291,0.371,0.424,4
SOUTH BANGALORE,Bi-directional,12.911572,77.585983,JP Nagar,JP Nagar,8th Cross Road,residential,residential,none,7.5m,30.0,0.28,0.58,0.559,0.301,0.23,0.506,0.432,0.608,0.45,0.378,0.078,0.393,0.486,0.371,0.404,4.36,0.513,0.291,0.303,0.383,0.461,4
SOUTH BANGALORE,Bi-directional,12.915564,77.591261,JP Nagar,JP Nagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.44,0.64,0.604,0.311,0.446,0.549,0.488,0.573,0.394,0.387,0.116,0.474,0.537,0.359,0.395,1.79,0.577,0.166,0.384,0.35,0.401,6
SOUTH BANGALORE,Bi-directional,12.904418,77.580591,JP Nagar,JP Nagar,32nd Main Road,residential,residential,none,7.5m,30.0,0.36,0.65,0.652,0.268,0.313,0.374,0.512,0.65,0.321,0.354,0.093,0.399,0.549,0.423,0.445,6.76,0.506,0.248,0.422,0.364,0.381,6
SOUTH BANGALORE,Bi-directional,12.910603,77.58179,JP Nagar,JP Nagar,30th Main Road,residential,residential,none,7.5m,30.0,0.18,0.58,0.608,0.323,0.372,0.298,0.465,0.604,0.47,0.37,0.054,0.427,0.491,0.441,0.476,0.72,0.529,0.3,0.327,0.358,0.407,6
SOUTH BANGALORE,Bi-directional,12.903169,77.588364,JP Nagar,JP Nagar,20th Main Road,residential,residential,none,7.5m,30.0,0.32,0.27,0.657,0.257,0.171,0.53,0.503,0.607,0.308,0.371,0.161,0.383,0.494,0.355,0.391,4.29,0.474,0.246,0.383,0.413,0.461,6
SOUTH BANGALORE,Bi-directional,12.91435,77.579632,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.53,0.24,0.552,0.318,0.153,0.622,0.446,0.571,0.477,0.337,0.177,0.424,0.453,0.336,0.458,3.37,0.564,0.153,0.318,0.33,0.453,6
SOUTH BANGALORE,Bi-directional,12.902998,77.58719,JP Nagar,JP Nagar,22nd Main Road,residential,residential,none,7.5m,30.0,0.24,0.47,0.561,0.271,0.114,0.727,0.472,0.583,0.433,0.323,0.161,0.447,0.397,0.355,0.412,2.95,0.459,0.061,0.384,0.295,0.516,4
SOUTH BANGALORE,Bi-directional,12.916107,77.588465,JP Nagar,JP Nagar,1st Main Road,residential,residential,none,7.5m,30.0,0.5,0.56,0.544,0.295,0.215,0.719,0.513,0.54,0.312,0.325,0.104,0.485,0.621,0.386,0.392,1.95,0.559,0.144,0.359,0.351,0.466,8
SOUTH BANGALORE,Bi-directional,12.903151,77.582213,JP Nagar,JP Nagar,7th Cross Road,residential,residential,none,7.5m,30.0,0.25,0.37,0.534,0.306,0.384,0.187,0.427,0.526,0.485,0.38,0.127,0.369,0.45,0.384,0.433,10.16,0.446,0.064,0.356,0.409,0.397,6
SOUTH BANGALORE,Bi-directional,12.913085,77.590608,JP Nagar,JP Nagar,18th Main Road,residential,residential,none,7.5m,30.0,0.55,0.34,0.524,0.313,0.451,0.258,0.465,0.635,0.372,0.342,0.194,0.442,0.465,0.384,0.404,4.99,0.526,0.127,0.392,0.358,0.423,6
SOUTH BANGALORE,Bi-directional,12.911725,77.584321,JP Nagar,JP Nagar,27th Main Road,residential,residential,none,7.5m,30.0,0.41,0.44,0.655,0.326,0.141,0.281,0.51,0.637,0.312,0.401,0.101,0.473,0.553,0.314,0.412,4.19,0.476,0.103,0.364,0.425,0.368,6
SOUTH BANGALORE,Bi-directional,12.907045,77.584551,JP Nagar,JP Nagar,14th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.47,0.69,0.689,0.354,0.229,0.447,0.53,0.757,0.397,0.402,0.055,0.478,0.599,0.262,0.368,3.33,0.652,0.215,0.518,0.379,0.393,6
SOUTH BANGALORE,Bi-directional,12.913971,77.585769,JP Nagar,JP Nagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.54,0.26,0.657,0.334,0.404,0.31,0.498,0.6,0.31,0.37,0.128,0.429,0.455,0.449,0.427,0.66,0.581,0.059,0.342,0.383,0.359,4
SOUTH BANGALORE,Bi-directional,12.912031,77.592294,JP Nagar,JP Nagar,1st Main Road,residential,residential,none,7.5m,30.0,0.41,0.23,0.646,0.341,0.047,0.21,0.528,0.576,0.475,0.373,0.138,0.425,0.464,0.415,0.476,4.7,0.462,0.063,0.418,0.332,0.398,4
SOUTH BANGALORE,Bi-directional,12.905494,77.580717,JP Nagar,JP Nagar,17th Cross Road,residential,residential,none,7.5m,30.0,0.31,0.27,0.629,0.343,0.468,0.782,0.455,0.576,0.471,0.306,0.109,0.443,0.506,0.351,0.416,2.1,0.541,0.109,0.389,0.284,0.503,6
SOUTH BANGALORE,Bi-directional,12.912056,77.586566,JP Nagar,JP Nagar,7th Cross Road,residential,residential,none,7.5m,30.0,0.14,0.39,0.654,0.284,0.185,0.816,0.467,0.52,0.453,0.38,0.063,0.38,0.489,0.316,0.451,6.1,0.508,0.297,0.336,0.419,0.511,8
SOUTH BANGALORE,Bi-directional,12.908661,77.579375,JP Nagar,JP Nagar,10th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.47,0.48,0.657,0.303,0.415,0.704,0.509,0.66,0.213,0.436,0.051,0.523,0.548,0.304,0.38,2.27,0.636,0.065,0.461,0.461,0.442,4
SOUTH BANGALORE,Bi-directional,12.905152,77.59017,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.19,0.65,0.645,0.319,0.077,0.141,0.503,0.565,0.367,0.389,0.067,0.441,0.407,0.386,0.408,7.24,0.546,0.094,0.406,0.364,0.358,2
SOUTH BANGALORE,Bi-directional,12.903744,77.579912,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.58,0.29,0.62,0.278,0.45,0.454,0.477,0.585,0.472,0.34,0.188,0.414,0.384,0.381,0.433,5.72,0.527,0.292,0.361,0.308,0.447,2
SOUTH BANGALORE,Bi-directional,12.914299,77.585439,JP Nagar,JP Nagar,3rd Cross Road,residential,residential,none,7.5m,30.0,0.15,0.21,0.608,0.324,0.411,0.523,0.53,0.594,0.386,0.417,0.158,0.414,0.484,0.398,0.448,5.89,0.511,0.254,0.329,0.462,0.404,6
SOUTH BANGALORE,Bi-directional,12.905802,77.593792,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.51,0.53,0.611,0.255,0.482,0.804,0.432,0.594,0.467,0.36,0.063,0.403,0.579,0.351,0.445,2.67,0.602,0.152,0.279,0.326,0.509,6
SOUTH BANGALORE,Bi-directional,12.913331,77.59095,JP Nagar,JP Nagar,3rd Cross Road,residential,residential,none,7.5m,30.0,0.14,0.57,0.652,0.325,0.121,0.486,0.523,0.608,0.349,0.313,0.094,0.397,0.465,0.367,0.377,2.96,0.56,0.056,0.318,0.295,0.384,6
SOUTH BANGALORE,Bi-directional,12.90834,77.58909,JP Nagar,JP Nagar,12th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.11,0.41,0.769,0.307,0.234,0.113,0.603,0.699,0.288,0.422,0.115,0.468,0.574,0.282,0.352,14.42,0.548,0.115,0.417,0.39,0.281,8
SOUTH BANGALORE,Bi-directional,12.907042,77.584887,JP Nagar,JP Nagar,14th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.5,0.35,0.643,0.392,0.084,0.183,0.606,0.693,0.236,0.441,0.19,0.507,0.608,0.28,0.392,3.24,0.649,0.073,0.404,0.389,0.339,6
SOUTH BANGALORE,Bi-directional,12.907407,77.593456,JP Nagar,JP Nagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.57,0.61,0.534,0.314,0.195,0.399,0.499,0.64,0.485,0.335,0.05,0.467,0.488,0.415,0.465,3.81,0.526,0.162,0.379,0.32,0.46,4
SOUTH BANGALORE,Bi-directional,12.91051,77.590688,JP Nagar,JP Nagar,18th Main Road,residential,residential,none,7.5m,30.0,0.59,0.63,0.562,0.27,0.107,0.458,0.443,0.639,0.433,0.369,0.145,0.508,0.526,0.456,0.481,4.09,0.581,0.134,0.347,0.411,0.429,4
SOUTH BANGALORE,Bi-directional,12.910219,77.585043,JP Nagar,JP Nagar,25th Main Road,tertiary,tertiary,none,7.5m,30.0,0.35,0.3,0.749,0.353,0.365,0.248,0.558,0.683,0.246,0.469,0.171,0.501,0.528,0.27,0.369,5.49,0.531,0.251,0.397,0.451,0.283,6
SOUTH BANGALORE,Bi-directional,12.910208,77.587255,JP Nagar,JP Nagar,22nd Main Road,residential,residential,none,7.5m,30.0,0.11,0.42,0.537,0.3,0.111,0.741,0.458,0.528,0.498,0.32,0.074,0.309,0.377,0.454,0.46,4.67,0.452,0.252,0.337,0.32,0.562,4
SOUTH BANGALORE,Bi-directional,12.912159,77.586016,JP Nagar,JP Nagar,7th Cross Road,residential,residential,none,7.5m,30.0,0.37,0.25,0.617,0.334,0.162,0.867,0.454,0.61,0.329,0.366,0.096,0.364,0.561,0.319,0.361,4.83,0.533,0.193,0.287,0.388,0.433,8
SOUTH BANGALORE,Bi-directional,12.914867,77.590464,JP Nagar,JP Nagar,18th Main,residential,residential,none,7.5m,30.0,0.35,0.52,0.58,0.303,0.296,0.278,0.487,0.545,0.347,0.365,0.084,0.429,0.565,0.339,0.422,1.43,0.595,0.09,0.355,0.369,0.424,6
SOUTH BANGALORE,Bi-directional,12.908914,77.587224,JP Nagar,JP Nagar,22nd Main Road,residential,residential,none,7.5m,30.0,0.4,0.45,0.653,0.305,0.217,0.361,0.505,0.551,0.384,0.369,0.098,0.443,0.471,0.328,0.407,3.31,0.476,0.257,0.329,0.391,0.414,6
SOUTH BANGALORE,Bi-directional,12.913867,77.579713,JP Nagar,JP Nagar,33rd Main Road,residential,residential,none,7.5m,30.0,0.3,0.49,0.64,0.284,0.032,0.661,0.492,0.529,0.407,0.372,0.155,0.389,0.543,0.394,0.462,9.26,0.543,0.163,0.412,0.386,0.494,6
SOUTH BANGALORE,Bi-directional,12.915943,77.59124,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.59,0.26,0.595,0.321,0.205,0.185,0.548,0.655,0.375,0.392,0.155,0.436,0.497,0.361,0.426,1.45,0.566,0.107,0.36,0.402,0.382,6
SOUTH BANGALORE,Bi-directional,12.912192,77.590643,JP Nagar,JP Nagar,18th Main Road,residential,residential,none,7.5m,30.0,0.32,0.38,0.577,0.26,0.285,0.129,0.519,0.616,0.328,0.434,0.151,0.439,0.503,0.369,0.386,4.63,0.586,0.251,0.384,0.45,0.309,8
SOUTH BANGALORE,Bi-directional,12.911732,77.586552,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.55,0.6,0.642,0.342,0.105,0.656,0.484,0.637,0.452,0.349,0.166,0.43,0.546,0.332,0.468,6.19,0.6,0.235,0.317,0.374,0.43,6
SOUTH BANGALORE,Bi-directional,12.907637,77.582176,JP Nagar,JP Nagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.37,0.34,0.558,0.31,0.436,0.423,0.464,0.612,0.382,0.276,0.198,0.363,0.474,0.404,0.428,3.35,0.466,0.111,0.388,0.29,0.448,6
SOUTH BANGALORE,Bi-directional,12.904167,77.58023,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.37,0.56,0.6,0.331,0.082,0.446,0.505,0.596,0.418,0.331,0.146,0.411,0.486,0.348,0.441,1.27,0.502,0.18,0.376,0.354,0.404,4
SOUTH BANGALORE,Bi-directional,12.912925,77.59268,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.27,0.42,0.656,0.325,0.49,0.405,0.479,0.589,0.322,0.366,0.102,0.402,0.474,0.344,0.401,7.45,0.54,0.072,0.411,0.335,0.347,6
SOUTH BANGALORE,Bi-directional,12.90472,77.592237,JP Nagar,JP Nagar,13th Main Road,residential,residential,none,7.5m,30.0,0.2,0.51,0.609,0.275,0.433,0.408,0.448,0.524,0.336,0.329,0.119,0.437,0.553,0.366,0.434,5.41,0.48,0.084,0.368,0.343,0.462,8
SOUTH BANGALORE,Bi-directional,12.913186,77.579988,JP Nagar,JP Nagar,"['5th Cross Road', '32nd B Main Road']",residential,residential,none,7.5m,30.0,0.14,0.66,0.655,0.281,0.071,0.704,0.491,0.522,0.309,0.414,0.088,0.382,0.481,0.318,0.472,11.84,0.59,0.241,0.396,0.438,0.48,6
SOUTH BANGALORE,Bi-directional,12.908223,77.585363,JP Nagar,JP Nagar,,tertiary,tertiary,none,7.5m,30.0,0.38,0.69,0.687,0.329,0.494,0.35,0.581,0.715,0.264,0.478,0.108,0.478,0.647,0.289,0.355,6.12,0.704,0.219,0.509,0.455,0.289,6
SOUTH BANGALORE,Bi-directional,12.903564,77.580102,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.44,0.61,0.612,0.275,0.04,0.504,0.478,0.598,0.5,0.379,0.134,0.468,0.522,0.408,0.478,0.52,0.63,0.1,0.412,0.413,0.523,4
SOUTH BANGALORE,Bi-directional,12.907077,77.582185,JP Nagar,JP Nagar,14th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.48,0.38,0.771,0.301,0.313,0.565,0.538,0.712,0.276,0.506,0.054,0.503,0.577,0.327,0.397,3.38,0.596,0.052,0.476,0.482,0.338,6
SOUTH BANGALORE,Bi-directional,12.90953,77.581744,JP Nagar,JP Nagar,30th Main Road,residential,residential,none,7.5m,30.0,0.58,0.21,0.628,0.329,0.432,0.278,0.45,0.639,0.369,0.325,0.197,0.511,0.496,0.407,0.447,2.95,0.568,0.287,0.315,0.305,0.427,6
SOUTH BANGALORE,Bi-directional,12.904574,77.589905,JP Nagar,JP Nagar,19th Cross Road,residential,residential,none,7.5m,30.0,0.56,0.55,0.652,0.303,0.438,0.259,0.478,0.632,0.482,0.413,0.081,0.433,0.588,0.326,0.442,4.73,0.599,0.186,0.351,0.449,0.392,6
SOUTH BANGALORE,Bi-directional,12.912099,77.590334,JP Nagar,JP Nagar,18th A Main Road,residential,residential,none,7.5m,30.0,0.4,0.63,0.641,0.308,0.178,0.754,0.449,0.597,0.383,0.283,0.108,0.476,0.498,0.338,0.401,2.69,0.493,0.057,0.4,0.266,0.491,6
SOUTH BANGALORE,Bi-directional,12.909369,77.582573,JP Nagar,JP Nagar,10B Cross Road,residential,residential,none,7.5m,30.0,0.24,0.65,0.534,0.299,0.37,0.365,0.503,0.572,0.331,0.34,0.139,0.438,0.607,0.342,0.417,16.32,0.504,0.258,0.408,0.333,0.41,8
SOUTH BANGALORE,Bi-directional,12.904608,77.59252,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.4,0.68,0.56,0.266,0.314,0.761,0.496,0.564,0.499,0.395,0.079,0.468,0.602,0.316,0.454,3.5,0.523,0.215,0.399,0.382,0.473,8
SOUTH BANGALORE,Bi-directional,12.908849,77.585048,JP Nagar,JP Nagar,25th Main Road,tertiary,tertiary,none,7.5m,30.0,0.15,0.4,0.737,0.345,0.024,0.544,0.551,0.625,0.358,0.534,0.076,0.406,0.594,0.267,0.372,3.2,0.57,0.223,0.445,0.585,0.44,6
SOUTH BANGALORE,Bi-directional,12.914208,77.586846,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.41,0.47,0.65,0.281,0.028,0.185,0.554,0.59,0.418,0.418,0.051,0.462,0.551,0.318,0.43,5.95,0.611,0.274,0.38,0.414,0.335,8
SOUTH BANGALORE,Bi-directional,12.913333,77.590698,JP Nagar,JP Nagar,3rd Cross Road,residential,residential,none,7.5m,30.0,0.21,0.33,0.637,0.335,0.048,0.636,0.513,0.549,0.468,0.365,0.158,0.414,0.514,0.33,0.458,1.97,0.554,0.169,0.338,0.382,0.534,8
SOUTH BANGALORE,Bi-directional,12.907735,77.591186,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.45,0.7,0.567,0.318,0.329,0.3,0.456,0.599,0.401,0.424,0.051,0.414,0.53,0.367,0.405,4.63,0.55,0.219,0.373,0.454,0.358,6
SOUTH BANGALORE,Bi-directional,12.907685,77.583552,JP Nagar,JP Nagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.11,0.39,0.611,0.27,0.474,0.202,0.51,0.588,0.413,0.329,0.058,0.359,0.483,0.3,0.383,10.18,0.495,0.284,0.324,0.339,0.34,8
SOUTH BANGALORE,Bi-directional,12.905135,77.586504,JP Nagar,JP Nagar,22nd Main Road,residential,residential,none,7.5m,30.0,0.42,0.62,0.617,0.318,0.494,0.302,0.501,0.547,0.454,0.338,0.099,0.441,0.501,0.363,0.453,12.15,0.514,0.271,0.318,0.374,0.382,6
SOUTH BANGALORE,Bi-directional,12.912184,77.593613,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.39,0.3,0.585,0.304,0.127,0.829,0.474,0.524,0.486,0.277,0.147,0.47,0.542,0.364,0.421,1.48,0.488,0.251,0.337,0.297,0.541,6
SOUTH BANGALORE,Bi-directional,12.911863,77.581308,JP Nagar,JP Nagar,31st Main Road,residential,residential,none,7.5m,30.0,0.47,0.23,0.607,0.262,0.282,0.468,0.459,0.581,0.303,0.331,0.141,0.475,0.467,0.346,0.373,13.54,0.467,0.132,0.315,0.323,0.418,6
SOUTH BANGALORE,Bi-directional,12.905738,77.58928,JP Nagar,JP Nagar,17th Cross Road,residential,residential,none,7.5m,30.0,0.12,0.45,0.663,0.261,0.185,0.666,0.525,0.546,0.481,0.365,0.087,0.365,0.436,0.411,0.491,2.52,0.524,0.159,0.343,0.404,0.532,6
SOUTH BANGALORE,Bi-directional,12.914474,77.588173,JP Nagar,JP Nagar,20th Main Road,residential,residential,none,7.5m,30.0,0.45,0.56,0.6,0.268,0.381,0.532,0.428,0.608,0.409,0.277,0.149,0.453,0.508,0.362,0.417,11.48,0.577,0.162,0.37,0.279,0.489,6
SOUTH BANGALORE,Bi-directional,12.903481,77.579935,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.53,0.28,0.55,0.328,0.088,0.378,0.486,0.619,0.385,0.407,0.063,0.409,0.495,0.326,0.383,2.62,0.59,0.279,0.297,0.36,0.401,6
SOUTH BANGALORE,Bi-directional,12.910667,77.581515,JP Nagar,JP Nagar,9th Cross Road,secondary,secondary,none,7.5m,40.0,0.39,0.59,0.674,0.374,0.288,0.152,0.617,0.749,0.311,0.498,0.197,0.574,0.587,0.348,0.435,5.44,0.701,0.202,0.494,0.469,0.311,4
SOUTH BANGALORE,Bi-directional,12.90904,77.585675,JP Nagar,JP Nagar,24th Main Road,secondary,secondary,none,7.5m,40.0,0.27,0.66,0.621,0.351,0.204,0.258,0.632,0.746,0.302,0.545,0.164,0.605,0.535,0.278,0.361,12.12,0.599,0.083,0.396,0.561,0.292,4
SOUTH BANGALORE,Bi-directional,12.906356,77.589045,JP Nagar,JP Nagar,Outer Ring Road,trunk,trunk,none,7.5m,60.0,0.12,0.58,0.596,0.246,0.123,0.806,0.684,0.788,0.222,0.454,0.178,0.695,0.663,0.218,0.332,14.46,0.672,0.248,0.535,0.417,0.402,4
SOUTH BANGALORE,Bi-directional,12.905614,77.585767,JP Nagar,JP Nagar,24th Main Road,secondary,secondary,none,7.5m,40.0,0.39,0.48,0.738,0.321,0.087,0.495,0.519,0.755,0.328,0.508,0.105,0.62,0.601,0.335,0.355,2.54,0.586,0.155,0.43,0.518,0.419,4
SOUTH BANGALORE,Bi-directional,12.905728,77.589759,JP Nagar,JP Nagar,17th Cross Road,residential,residential,none,7.5m,30.0,0.4,0.42,0.619,0.291,0.128,0.418,0.46,0.548,0.386,0.292,0.122,0.425,0.48,0.406,0.394,2.35,0.518,0.229,0.311,0.282,0.431,6
SOUTH BANGALORE,Bi-directional,12.906339,77.59266,JP Nagar,JP Nagar,Outer Ring Road,trunk,trunk,none,7.5m,60.0,0.21,0.42,0.622,0.269,0.233,0.777,0.703,0.746,0.13,0.482,0.078,0.688,0.709,0.28,0.369,13.81,0.632,0.067,0.667,0.486,0.357,6
SOUTH BANGALORE,Bi-directional,12.903676,77.579339,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.57,0.53,0.626,0.307,0.249,0.654,0.499,0.549,0.326,0.369,0.128,0.486,0.413,0.489,0.437,1.46,0.505,0.087,0.404,0.325,0.471,2
SOUTH BANGALORE,Bi-directional,12.905626,77.588286,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.5,0.34,0.585,0.261,0.45,0.413,0.528,0.631,0.316,0.315,0.174,0.392,0.501,0.403,0.38,2.23,0.495,0.194,0.376,0.341,0.383,6
SOUTH BANGALORE,Bi-directional,12.904853,77.581049,JP Nagar,JP Nagar,,residential,residential,none,7.5m,30.0,0.23,0.35,0.599,0.257,0.151,0.139,0.433,0.567,0.477,0.298,0.194,0.443,0.583,0.313,0.453,1.98,0.475,0.16,0.365,0.288,0.398,8
