node_id,lat,lng,zone,source_area,adjacency_count,connectivity_score
92,12.991005,77.607926,CENTRAL BANGALORE,Shivajinagar,1,0.1
93,12.989338,77.61262,CENTRAL BANGALORE,Shivajinagar,1,0.1
94,12.986494,77.6015,CENTRAL BANGALORE,Shivajinagar,1,0.1
95,12.97209,77.600237,CENTRAL BANGALORE,MG Road,1,0.1
96,12.982153,77.603446,CENTRAL BANGALORE,MG Road,1,0.1
97,12.976638,77.601828,CENTRAL BANGALORE,MG Road,1,0.1
98,12.980473,77.612786,CENTRAL BANGALORE,MG Road,1,0.1
99,12.97178,77.600232,CENTRAL BANGALORE,MG Road,1,0.1
100,12.978619,77.606848,CENTRAL BANGALORE,MG Road,1,0.1
101,12.971377,77.607019,CENTRAL BANGALORE,MG Road,1,0.1
102,12.969252,77.607184,CENTRAL BANGALORE,MG Road,1,0.1
103,12.972735,77.60955,CENTRAL BANGALORE,MG Road,1,0.1
104,12.969629,77.607344,CENTRAL BANGALORE,MG Road,1,0.1
105,12.97274,77.612711,CENTRAL BANGALORE,MG Road,1,0.1
106,12.969183,77.606511,CENTRAL BANGALORE,MG Road,1,0.1
107,12.968541,77.60778,CENTRAL BANGALORE,MG Road,1,0.1
108,12.96955,77.60762,CENTRAL BANGALORE,MG Road,1,0.1
109,12.98253,77.602241,CENTRAL BANGALORE,MG Road,1,0.1
110,12.968856,77.608244,CENTRAL BANGALORE,MG Road,1,0.1
111,12.969765,77.609216,,,0,0.0
112,12.96845,77.607689,CENTRAL BANGALORE,MG Road,1,0.1
113,12.968649,77.606567,CENTRAL BANGALORE,MG Road,1,0.1
114,12.980202,77.613335,CENTRAL BANGALORE,MG Road,1,0.1
115,12.975638,77.601644,CENTRAL BANGALORE,MG Road,1,0.1
116,12.969828,77.608989,CENTRAL BANGALORE,MG Road,1,0.1
117,12.973726,77.604751,CENTRAL BANGALORE,MG Road,1,0.1
118,12.975978,77.61263,CENTRAL BANGALORE,MG Road,1,0.1
119,12.969986,77.611277,CENTRAL BANGALORE,MG Road,1,0.1
120,12.968551,77.607352,CENTRAL BANGALORE,MG Road,1,0.1
121,12.974751,77.60594,CENTRAL BANGALORE,MG Road,1,0.1
122,12.980555,77.601115,CENTRAL BANGALORE,MG Road,1,0.1
123,12.969456,77.608243,CENTRAL BANGALORE,MG Road,1,0.1
124,12.976167,77.611853,CENTRAL BANGALORE,MG Road,1,0.1
125,12.982078,77.608659,CENTRAL BANGALORE,MG Road,1,0.1
126,12.980984,77.613198,CENTRAL BANGALORE,MG Road,1,0.1
127,12.975924,77.604917,CENTRAL BANGALORE,MG Road,1,0.1
128,12.969459,77.606435,CENTRAL BANGALORE,MG Road,1,0.1
129,12.982422,77.610557,CENTRAL BANGALORE,MG Road,1,0.1
130,12.968938,77.607032,CENTRAL BANGALORE,MG Road,1,0.1
131,12.979553,77.606287,CENTRAL BANGALORE,MG Road,1,0.1
132,12.970772,77.60903,CENTRAL BANGALORE,MG Road,1,0.1
133,12.972631,77.603677,CENTRAL BANGALORE,MG Road,1,0.1
134,12.968615,77.608169,,,0,0.0
135,12.970663,77.606809,CENTRAL BANGALORE,MG Road,1,0.1
136,12.969423,77.607712,CENTRAL BANGALORE,MG Road,1,0.1
137,12.971846,77.600203,CENTRAL BANGALORE,MG Road,1,0.1
138,12.969402,77.608454,CENTRAL BANGALORE,MG Road,1,0.1
139,12.973776,77.613907,CENTRAL BANGALORE,MG Road,1,0.1
140,12.982003,77.603932,CENTRAL BANGALORE,MG Road,1,0.1
141,12.97616,77.601728,CENTRAL BANGALORE,MG Road,1,0.1
142,12.978752,77.604198,CENTRAL BANGALORE,MG Road,1,0.1
143,12.969031,77.60811,CENTRAL BANGALORE,MG Road,1,0.1
144,12.969266,77.60787,CENTRAL BANGALORE,MG Road,1,0.1
145,12.973632,77.610984,CENTRAL BANGALORE,MG Road,1,0.1
146,12.96954,77.609043,CENTRAL BANGALORE,MG Road,1,0.1
147,12.979565,77.609606,CENTRAL BANGALORE,MG Road,1,0.1
148,12.975576,77.604214,CENTRAL BANGALORE,MG Road,1,0.1
149,12.981728,77.604892,CENTRAL BANGALORE,MG Road,1,0.1
150,12.970281,77.609108,CENTRAL BANGALORE,MG Road,1,0.1
151,12.97935,77.602457,CENTRAL BANGALORE,MG Road,1,0.1
152,12.981613,77.608261,CENTRAL BANGALORE,MG Road,1,0.1
153,12.969274,77.608991,CENTRAL BANGALORE,MG Road,1,0.1
154,12.978449,77.604923,CENTRAL BANGALORE,MG Road,1,0.1
155,12.974372,77.611174,CENTRAL BANGALORE,MG Road,1,0.1
156,12.974138,77.603002,CENTRAL BANGALORE,MG Road,1,0.1
157,12.968511,77.606968,CENTRAL BANGALORE,MG Road,1,0.1
158,12.981581,77.608121,CENTRAL BANGALORE,MG Road,1,0.1
159,12.9748,77.609595,,,0,0.0
160,12.972968,77.601199,CENTRAL BANGALORE,MG Road,1,0.1
161,12.972507,77.604713,CENTRAL BANGALORE,MG Road,1,0.1
162,12.973808,77.610814,CENTRAL BANGALORE,MG Road,1,0.1
163,12.974389,77.611102,CENTRAL BANGALORE,MG Road,1,0.1
164,12.977789,77.606724,CENTRAL BANGALORE,MG Road,1,0.1
165,12.969309,77.606745,,,0,0.0
166,12.980146,77.612808,CENTRAL BANGALORE,MG Road,1,0.1
167,12.975553,77.602672,CENTRAL BANGALORE,MG Road,1,0.1
168,12.981455,77.603151,CENTRAL BANGALORE,MG Road,1,0.1
169,12.973795,77.613368,CENTRAL BANGALORE,MG Road,1,0.1
170,12.977907,77.606771,CENTRAL BANGALORE,MG Road,1,0.1
171,12.980622,77.605695,,,0,0.0
172,12.979083,77.605445,,,0,0.0
173,12.980718,77.613827,CENTRAL BANGALORE,MG Road,1,0.1
174,12.9695,77.609471,CENTRAL BANGALORE,MG Road,1,0.1
175,12.972847,77.608773,CENTRAL BANGALORE,MG Road,1,0.1
176,12.969558,77.607064,CENTRAL BANGALORE,MG Road,1,0.1
177,12.96886,77.607866,CENTRAL BANGALORE,MG Road,1,0.1
178,12.969479,77.609241,CENTRAL BANGALORE,MG Road,1,0.1
179,12.968831,77.608465,CENTRAL BANGALORE,MG Road,1,0.1
180,12.982023,77.609954,CENTRAL BANGALORE,MG Road,1,0.1
181,12.969012,77.612907,CENTRAL BANGALORE,MG Road,1,0.1
182,12.969648,77.607467,CENTRAL BANGALORE,MG Road,1,0.1
183,12.978028,77.606728,CENTRAL BANGALORE,MG Road,1,0.1
184,12.97878,77.603702,CENTRAL BANGALORE,MG Road,1,0.1
185,12.973653,77.605966,CENTRAL BANGALORE,MG Road,1,0.1
186,12.976463,77.602172,CENTRAL BANGALORE,MG Road,1,0.1
187,12.96903,77.607624,CENTRAL BANGALORE,MG Road,1,0.1
188,12.976578,77.601832,CENTRAL BANGALORE,Brigade Road,1,0.1
189,12.96748,77.607168,CENTRAL BANGALORE,Brigade Road,1,0.1
190,12.971238,77.612086,CENTRAL BANGALORE,Brigade Road,1,0.1
191,12.968474,77.609293,CENTRAL BANGALORE,Brigade Road,1,0.1
192,12.968701,77.609928,CENTRAL BANGALORE,Brigade Road,1,0.1
193,12.979188,77.602445,,,0,0.0
194,12.968518,77.607523,CENTRAL BANGALORE,Brigade Road,1,0.1
195,12.97634,77.611331,CENTRAL BANGALORE,Brigade Road,1,0.1
196,12.967567,77.609271,CENTRAL BANGALORE,Brigade Road,1,0.1
197,12.97356,77.607732,CENTRAL BANGALORE,Brigade Road,1,0.1
198,12.974895,77.608708,CENTRAL BANGALORE,Brigade Road,1,0.1
199,12.968223,77.60625,CENTRAL BANGALORE,Brigade Road,1,0.1
200,12.968452,77.606838,CENTRAL BANGALORE,Brigade Road,1,0.1
201,12.974301,77.604213,CENTRAL BANGALORE,Brigade Road,1,0.1
202,12.976341,77.61469,CENTRAL BANGALORE,Brigade Road,1,0.1
203,12.967266,77.611191,CENTRAL BANGALORE,Brigade Road,1,0.1
204,12.970901,77.612324,CENTRAL BANGALORE,Brigade Road,1,0.1
205,12.975444,77.613842,CENTRAL BANGALORE,Brigade Road,1,0.1
206,12.9682,77.607627,CENTRAL BANGALORE,Brigade Road,1,0.1
207,12.980065,77.602696,CENTRAL BANGALORE,Brigade Road,1,0.1
208,12.968897,77.610357,CENTRAL BANGALORE,Brigade Road,1,0.1
209,12.966495,77.613951,CENTRAL BANGALORE,Brigade Road,1,0.1
210,12.968182,77.606352,CENTRAL BANGALORE,Brigade Road,1,0.1
211,12.975265,77.61439,,,0,0.0
212,12.968143,77.606577,CENTRAL BANGALORE,Brigade Road,1,0.1
213,12.972474,77.609121,CENTRAL BANGALORE,Brigade Road,1,0.1
214,12.969851,77.606984,CENTRAL BANGALORE,Brigade Road,1,0.1
215,12.974642,77.607829,CENTRAL BANGALORE,Brigade Road,1,0.1
216,12.97197,77.614215,CENTRAL BANGALORE,Brigade Road,1,0.1
217,12.968859,77.607292,CENTRAL BANGALORE,Brigade Road,1,0.1
218,12.967656,77.610613,CENTRAL BANGALORE,Brigade Road,1,0.1
219,12.967176,77.600936,CENTRAL BANGALORE,Brigade Road,1,0.1
220,12.967299,77.608034,CENTRAL BANGALORE,Brigade Road,1,0.1
221,12.96961,77.608621,CENTRAL BANGALORE,Brigade Road,1,0.1
222,12.973774,77.608,CENTRAL BANGALORE,Brigade Road,1,0.1
223,12.967357,77.610103,CENTRAL BANGALORE,Brigade Road,1,0.1
224,12.969672,77.612197,CENTRAL BANGALORE,Brigade Road,1,0.1
225,12.973128,77.606018,CENTRAL BANGALORE,Brigade Road,1,0.1
226,12.9742,77.611645,CENTRAL BANGALORE,Brigade Road,1,0.1
227,12.970343,77.6104,CENTRAL BANGALORE,Brigade Road,1,0.1
228,12.967817,77.60998,CENTRAL BANGALORE,Brigade Road,1,0.1
229,12.969302,77.608866,CENTRAL BANGALORE,Brigade Road,1,0.1
230,12.967512,77.605008,CENTRAL BANGALORE,Brigade Road,1,0.1
231,12.975553,77.608218,CENTRAL BANGALORE,Brigade Road,1,0.1
232,12.970485,77.614147,,,0,0.0
233,12.967849,77.608833,CENTRAL BANGALORE,Brigade Road,1,0.1
234,12.96849,77.608722,CENTRAL BANGALORE,Brigade Road,1,0.1
235,12.969675,77.612082,CENTRAL BANGALORE,Brigade Road,1,0.1
236,12.974532,77.614104,CENTRAL BANGALORE,Brigade Road,1,0.1
237,12.978141,77.605882,CENTRAL BANGALORE,Brigade Road,1,0.1
238,12.969839,77.608778,CENTRAL BANGALORE,Brigade Road,1,0.1
239,12.968906,77.60712,CENTRAL BANGALORE,Brigade Road,1,0.1
240,12.970627,77.612893,CENTRAL BANGALORE,Brigade Road,1,0.1
241,12.96709,77.614154,CENTRAL BANGALORE,Brigade Road,1,0.1
242,12.970792,77.614774,CENTRAL BANGALORE,Brigade Road,1,0.1
243,12.978693,77.60694,CENTRAL BANGALORE,Brigade Road,1,0.1
244,12.973339,77.608384,CENTRAL BANGALORE,Brigade Road,1,0.1
245,12.975356,77.603468,CENTRAL BANGALORE,Brigade Road,1,0.1
246,12.96714,77.610829,CENTRAL BANGALORE,Brigade Road,1,0.1
247,12.969578,77.608824,CENTRAL BANGALORE,Brigade Road,1,0.1
248,12.971491,77.612893,CENTRAL BANGALORE,Brigade Road,1,0.1
249,12.975006,77.607984,CENTRAL BANGALORE,Brigade Road,1,0.1
250,12.967667,77.609154,CENTRAL BANGALORE,Brigade Road,1,0.1
251,12.972,77.607201,CENTRAL BANGALORE,Brigade Road,1,0.1
252,12.970139,77.612189,CENTRAL BANGALORE,Brigade Road,1,0.1
253,12.969085,77.609685,CENTRAL BANGALORE,Brigade Road,1,0.1
254,12.971966,77.608006,CENTRAL BANGALORE,Brigade Road,1,0.1
255,12.97218,77.607199,CENTRAL BANGALORE,Brigade Road,1,0.1
256,12.973215,77.605284,,,0,0.0
257,12.974053,77.611161,CENTRAL BANGALORE,Brigade Road,1,0.1
258,12.975105,77.60806,CENTRAL BANGALORE,Brigade Road,1,0.1
259,12.971698,77.606579,CENTRAL BANGALORE,Brigade Road,1,0.1
260,13.052221,77.629056,CENTRAL BANGALORE,Residency Road,1,0.1
261,13.060547,77.628776,CENTRAL BANGALORE,Residency Road,1,0.1
262,13.050296,77.627404,CENTRAL BANGALORE,Residency Road,1,0.1
263,13.059417,77.632831,CENTRAL BANGALORE,Residency Road,1,0.1
264,13.051339,77.630068,CENTRAL BANGALORE,Residency Road,1,0.1
265,13.052192,77.626541,CENTRAL BANGALORE,Residency Road,1,0.1
266,13.049612,77.626145,CENTRAL BANGALORE,Residency Road,1,0.1
267,13.049127,77.628661,CENTRAL BANGALORE,Residency Road,1,0.1
268,13.05338,77.63243,CENTRAL BANGALORE,Residency Road,1,0.1
269,13.050122,77.629154,CENTRAL BANGALORE,Residency Road,1,0.1
270,13.052492,77.631261,CENTRAL BANGALORE,Residency Road,1,0.1
271,13.06173,77.629817,CENTRAL BANGALORE,Residency Road,1,0.1
272,13.049402,77.630645,,,0,0.0
273,13.058058,77.623206,CENTRAL BANGALORE,Residency Road,1,0.1
274,13.050511,77.63018,CENTRAL BANGALORE,Residency Road,1,0.1
275,13.049023,77.631825,CENTRAL BANGALORE,Residency Road,1,0.1
276,13.053082,77.628201,CENTRAL BANGALORE,Residency Road,1,0.1
277,13.055057,77.629211,CENTRAL BANGALORE,Residency Road,1,0.1
278,13.053151,77.62606,CENTRAL BANGALORE,Residency Road,1,0.1
279,13.060958,77.620735,,,0,0.0
280,13.051602,77.629446,CENTRAL BANGALORE,Residency Road,1,0.1
281,13.04902,77.631228,CENTRAL BANGALORE,Residency Road,1,0.1
282,13.05209,77.620705,,,0,0.0
283,13.049882,77.629163,CENTRAL BANGALORE,Residency Road,1,0.1
284,13.050792,77.62706,CENTRAL BANGALORE,Residency Road,1,0.1
285,13.054179,77.626353,CENTRAL BANGALORE,Residency Road,1,0.1
286,13.06015,77.626427,CENTRAL BANGALORE,Residency Road,1,0.1
287,13.052065,77.626949,,,0,0.0
288,13.060995,77.627541,CENTRAL BANGALORE,Residency Road,1,0.1
289,13.061718,77.627684,CENTRAL BANGALORE,Residency Road,1,0.1
290,13.057064,77.628188,CENTRAL BANGALORE,Residency Road,1,0.1
291,13.051277,77.628484,CENTRAL BANGALORE,Residency Road,1,0.1
292,13.060068,77.627402,CENTRAL BANGALORE,Residency Road,1,0.1
293,13.052431,77.625922,CENTRAL BANGALORE,Residency Road,1,0.1
294,13.051185,77.626881,,,0,0.0
295,13.060894,77.629909,CENTRAL BANGALORE,Residency Road,1,0.1
296,13.050258,77.631467,CENTRAL BANGALORE,Residency Road,1,0.1
297,13.050324,77.62891,CENTRAL BANGALORE,Residency Road,1,0.1
298,13.050468,77.626303,CENTRAL BANGALORE,Residency Road,1,0.1
299,13.050628,77.627671,CENTRAL BANGALORE,Residency Road,1,0.1
300,13.057486,77.624095,,,0,0.0
301,13.049481,77.627607,CENTRAL BANGALORE,Residency Road,1,0.1
302,13.059446,77.626915,,,0,0.0
303,13.05281,77.627295,CENTRAL BANGALORE,Residency Road,1,0.1
304,13.057034,77.629332,CENTRAL BANGALORE,Residency Road,1,0.1
305,13.059318,77.628277,CENTRAL BANGALORE,Residency Road,1,0.1
306,13.052111,77.620196,CENTRAL BANGALORE,Residency Road,1,0.1
307,13.050795,77.626066,CENTRAL BANGALORE,Residency Road,1,0.1
308,13.055888,77.632368,CENTRAL BANGALORE,Residency Road,1,0.1
309,13.057945,77.626838,,,0,0.0
310,13.054483,77.623849,CENTRAL BANGALORE,Residency Road,1,0.1
311,13.049312,77.631997,CENTRAL BANGALORE,Residency Road,1,0.1
312,13.049143,77.629164,CENTRAL BANGALORE,Residency Road,1,0.1
313,13.053002,77.62802,CENTRAL BANGALORE,Residency Road,1,0.1
314,13.051662,77.627666,CENTRAL BANGALORE,Residency Road,1,0.1
315,13.054284,77.628898,CENTRAL BANGALORE,Residency Road,1,0.1
316,13.05771,77.625842,CENTRAL BANGALORE,Residency Road,1,0.1
317,13.060925,77.628222,CENTRAL BANGALORE,Residency Road,1,0.1
318,13.050572,77.629621,CENTRAL BANGALORE,Residency Road,1,0.1
319,13.060554,77.625525,CENTRAL BANGALORE,Residency Road,1,0.1
320,13.05657,77.626627,CENTRAL BANGALORE,Residency Road,1,0.1
321,13.050455,77.6259,,,0,0.0
322,13.049144,77.630584,CENTRAL BANGALORE,Residency Road,1,0.1
323,13.054633,77.622973,CENTRAL BANGALORE,Residency Road,1,0.1
324,13.049317,77.63039,CENTRAL BANGALORE,Residency Road,1,0.1
325,13.052508,77.628717,CENTRAL BANGALORE,Residency Road,1,0.1
326,13.056557,77.629278,CENTRAL BANGALORE,Residency Road,1,0.1
327,13.049703,77.627887,CENTRAL BANGALORE,Residency Road,1,0.1
328,13.059941,77.626549,CENTRAL BANGALORE,Residency Road,1,0.1
329,13.054257,77.620535,CENTRAL BANGALORE,Residency Road,1,0.1
330,13.05421,77.624065,,,0,0.0
331,13.053774,77.629626,CENTRAL BANGALORE,Residency Road,1,0.1
332,13.055351,77.623445,,,0,0.0
333,13.059792,77.626054,CENTRAL BANGALORE,Residency Road,1,0.1
334,13.060712,77.625644,CENTRAL BANGALORE,Residency Road,1,0.1
335,13.0535,77.625657,CENTRAL BANGALORE,Residency Road,1,0.1
336,13.060614,77.625344,CENTRAL BANGALORE,Residency Road,1,0.1
337,13.052522,77.631546,CENTRAL BANGALORE,Residency Road,1,0.1
338,13.048383,77.627388,CENTRAL BANGALORE,Residency Road,1,0.1
339,13.055578,77.622782,CENTRAL BANGALORE,Residency Road,1,0.1
340,13.052675,77.632221,CENTRAL BANGALORE,Residency Road,1,0.1
341,13.060307,77.619435,,,0,0.0
342,13.050764,77.627383,CENTRAL BANGALORE,Residency Road,1,0.1
343,13.050399,77.628335,CENTRAL BANGALORE,Residency Road,1,0.1
344,13.058992,77.626374,CENTRAL BANGALORE,Residency Road,1,0.1
345,13.055943,77.626139,CENTRAL BANGALORE,Residency Road,1,0.1
346,13.05177,77.623112,CENTRAL BANGALORE,Residency Road,1,0.1
347,13.049986,77.626662,CENTRAL BANGALORE,Residency Road,1,0.1
348,13.05445,77.631882,CENTRAL BANGALORE,Residency Road,1,0.1
349,13.051994,77.630359,CENTRAL BANGALORE,Residency Road,1,0.1
350,13.054231,77.621942,CENTRAL BANGALORE,Residency Road,1,0.1
351,13.057595,77.624902,,,0,0.0
352,13.059373,77.626318,CENTRAL BANGALORE,Residency Road,1,0.1
353,13.049296,77.629827,CENTRAL BANGALORE,Residency Road,1,0.1
354,13.048614,77.626941,CENTRAL BANGALORE,Residency Road,1,0.1
355,13.049223,77.628924,CENTRAL BANGALORE,Residency Road,1,0.1
356,13.05207,77.621245,,,0,0.0
357,13.055518,77.626393,CENTRAL BANGALORE,Residency Road,1,0.1
358,12.962371,77.595308,CENTRAL BANGALORE,Richmond Town,1,0.1
359,12.964473,77.601295,CENTRAL BANGALORE,Richmond Town,1,0.1
360,12.966344,77.604813,CENTRAL BANGALORE,Richmond Town,1,0.1
361,12.960393,77.596106,CENTRAL BANGALORE,Richmond Town,1,0.1
362,12.95817,77.603633,CENTRAL BANGALORE,Richmond Town,1,0.1
363,12.961351,77.596987,CENTRAL BANGALORE,Richmond Town,1,0.1
364,12.959596,77.597505,CENTRAL BANGALORE,Richmond Town,1,0.1
365,12.959522,77.59614,CENTRAL BANGALORE,Richmond Town,1,0.1
366,12.957312,77.599529,CENTRAL BANGALORE,Richmond Town,1,0.1
367,12.96181,77.595244,CENTRAL BANGALORE,Richmond Town,1,0.1
368,12.957733,77.601536,CENTRAL BANGALORE,Richmond Town,1,0.1
369,12.958222,77.595978,CENTRAL BANGALORE,Richmond Town,1,0.1
370,12.961069,77.597779,CENTRAL BANGALORE,Richmond Town,1,0.1
371,12.961801,77.602727,CENTRAL BANGALORE,Richmond Town,1,0.1
372,12.962201,77.59568,CENTRAL BANGALORE,Richmond Town,1,0.1
373,12.966888,77.594903,CENTRAL BANGALORE,Richmond Town,1,0.1
374,12.959742,77.60488,CENTRAL BANGALORE,Richmond Town,1,0.1
375,12.966747,77.604534,CENTRAL BANGALORE,Richmond Town,1,0.1
376,12.962626,77.603381,CENTRAL BANGALORE,Richmond Town,1,0.1
377,12.965219,77.606209,CENTRAL BANGALORE,Richmond Town,1,0.1
378,12.959811,77.595388,CENTRAL BANGALORE,Richmond Town,1,0.1
379,12.960848,77.604922,CENTRAL BANGALORE,Richmond Town,1,0.1
380,12.957899,77.601024,CENTRAL BANGALORE,Richmond Town,1,0.1
381,12.963405,77.605838,CENTRAL BANGALORE,Richmond Town,1,0.1
382,12.964728,77.605728,CENTRAL BANGALORE,Richmond Town,1,0.1
383,12.966601,77.605761,CENTRAL BANGALORE,Richmond Town,1,0.1
384,12.958753,77.596377,CENTRAL BANGALORE,Richmond Town,1,0.1
385,12.959896,77.60105,CENTRAL BANGALORE,Richmond Town,1,0.1
386,12.965024,77.597122,CENTRAL BANGALORE,Richmond Town,1,0.1
