zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count
EAST BANGALORE,Bi-directional,12.976049,77.639656,Indiranagar,Indiranagar,10th Main Road,residential,residential,none,7.5m,30.0,0.3,0.28,0.635,0.69,0.005,0.658,0.568,0.582,0.384,0.332,0.089,0.462,0.528,0.305,0.374,4.33,0.478,0.266,0.267,0.32,0.468,8
EAST BANGALORE,Bi-directional,12.969995,77.63819,Indiranagar,Indiranagar,12th Main Road,tertiary,tertiary,none,7.5m,30.0,0.49,0.61,0.725,0.797,0.118,0.344,0.652,0.768,0.281,0.511,0.106,0.54,0.655,0.271,0.372,11.42,0.686,0.14,0.493,0.45,0.328,8
EAST BANGALORE,Bi-directional,12.973492,77.646184,Indiranagar,Indiranagar,7th Main Road,residential,residential,none,7.5m,30.0,0.54,0.27,0.673,0.556,0.401,0.615,0.529,0.594,0.48,0.411,0.125,0.5,0.46,0.324,0.429,13.59,0.517,0.277,0.378,0.459,0.483,6
EAST BANGALORE,Bi-directional,12.970218,77.641666,Indiranagar,Indiranagar,12th Main Road,tertiary,tertiary,none,7.5m,30.0,0.57,0.29,0.767,0.805,0.363,0.84,0.611,0.809,0.275,0.526,0.09,0.581,0.547,0.296,0.374,6.5,0.627,0.098,0.39,0.539,0.436,4
EAST BANGALORE,Bi-directional,12.972643,77.640806,Indiranagar,Indiranagar,Sai Baba Mandira Road,tertiary,tertiary,none,7.5m,30.0,0.51,0.34,0.833,0.655,0.107,0.433,0.588,0.771,0.359,0.546,0.132,0.551,0.577,0.298,0.439,5.79,0.711,0.232,0.511,0.533,0.395,6
EAST BANGALORE,Bi-directional,12.969711,77.644854,Indiranagar,Indiranagar,12th A Main Road,residential,residential,none,7.5m,30.0,0.44,0.31,0.664,0.613,0.499,0.368,0.534,0.665,0.4,0.433,0.187,0.409,0.55,0.335,0.447,14.35,0.603,0.283,0.394,0.438,0.363,8
EAST BANGALORE,Bi-directional,12.966657,77.640225,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.36,0.23,0.733,0.559,0.453,0.623,0.549,0.621,0.389,0.411,0.121,0.365,0.465,0.329,0.4,2.49,0.478,0.186,0.314,0.366,0.407,4
EAST BANGALORE,Bi-directional,12.969386,77.636812,Indiranagar,Indiranagar,12th A Main Road,residential,residential,none,7.5m,30.0,0.48,0.58,0.776,0.594,0.206,0.449,0.595,0.692,0.417,0.395,0.063,0.415,0.559,0.351,0.419,16.02,0.549,0.088,0.276,0.364,0.372,6
EAST BANGALORE,Bi-directional,12.978754,77.640901,Indiranagar,Indiranagar,100 Feet Road,primary,primary,none,7.5m,50.0,0.22,0.69,0.796,0.752,0.214,0.699,0.651,0.874,0.221,0.535,0.115,0.68,0.614,0.274,0.36,6.62,0.703,0.109,0.671,0.551,0.322,4
EAST BANGALORE,Bi-directional,12.978412,77.64051,Indiranagar,Indiranagar,Chinmaya Mission Hospital Road,secondary,secondary,none,7.5m,40.0,0.22,0.3,0.78,0.752,0.008,0.619,0.65,0.776,0.264,0.455,0.161,0.597,0.546,0.348,0.386,5.9,0.556,0.189,0.409,0.457,0.404,4
EAST BANGALORE,Bi-directional,12.979937,77.637065,Indiranagar,Indiranagar,Indiranagar Double Road,tertiary,tertiary,none,7.5m,30.0,0.56,0.54,0.919,0.733,0.038,0.272,0.637,0.73,0.267,0.512,0.139,0.492,0.577,0.268,0.399,3.87,0.685,0.111,0.416,0.547,0.295,6
EAST BANGALORE,Bi-directional,12.977222,77.64285,Indiranagar,Indiranagar,1st Main Road,residential,residential,none,7.5m,30.0,0.31,0.47,0.747,0.695,0.26,0.399,0.483,0.618,0.374,0.434,0.149,0.374,0.475,0.302,0.424,1.22,0.563,0.081,0.34,0.451,0.372,6
EAST BANGALORE,Bi-directional,12.967131,77.635796,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.43,0.33,0.754,0.589,0.078,0.208,0.542,0.598,0.494,0.439,0.169,0.453,0.522,0.324,0.404,4.57,0.529,0.113,0.383,0.45,0.437,6
EAST BANGALORE,Bi-directional,12.970555,77.641917,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.37,0.37,0.652,0.555,0.162,0.481,0.543,0.591,0.416,0.376,0.132,0.388,0.462,0.35,0.419,5.43,0.523,0.099,0.382,0.404,0.48,6
EAST BANGALORE,Bi-directional,12.966996,77.636232,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.56,0.24,0.733,0.676,0.235,0.534,0.553,0.682,0.487,0.401,0.172,0.417,0.481,0.297,0.445,6.94,0.525,0.122,0.359,0.359,0.446,6
EAST BANGALORE,Bi-directional,12.979996,77.641287,Indiranagar,Indiranagar,5th Main Road,residential,residential,none,7.5m,30.0,0.5,0.67,0.629,0.525,0.005,0.599,0.512,0.672,0.415,0.427,0.064,0.394,0.588,0.394,0.409,2.28,0.66,0.246,0.397,0.447,0.452,6
EAST BANGALORE,Bi-directional,12.967469,77.640173,Indiranagar,Indiranagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.57,0.59,0.657,0.671,0.026,0.536,0.484,0.705,0.385,0.397,0.099,0.479,0.57,0.36,0.407,0.71,0.582,0.132,0.371,0.418,0.4,6
EAST BANGALORE,Bi-directional,12.96841,77.642727,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.16,0.49,0.62,0.527,0.047,0.561,0.54,0.606,0.382,0.438,0.11,0.388,0.536,0.329,0.428,4.3,0.553,0.119,0.358,0.414,0.43,6
EAST BANGALORE,Bi-directional,12.977569,77.645774,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.23,0.23,0.736,0.575,0.113,0.429,0.576,0.596,0.31,0.414,0.084,0.438,0.507,0.344,0.411,5.08,0.484,0.264,0.295,0.384,0.38,6
EAST BANGALORE,Bi-directional,12.969391,77.643552,Indiranagar,Indiranagar,4th Cross Road,residential,residential,none,7.5m,30.0,0.58,0.64,0.621,0.588,0.24,0.454,0.573,0.637,0.361,0.389,0.152,0.435,0.534,0.302,0.426,5.93,0.632,0.239,0.326,0.362,0.346,6
EAST BANGALORE,Bi-directional,12.969903,77.636935,Indiranagar,Indiranagar,12th Main Road,tertiary,tertiary,none,7.5m,30.0,0.49,0.56,0.813,0.682,0.215,0.19,0.601,0.721,0.357,0.563,0.067,0.485,0.622,0.267,0.349,11.84,0.617,0.222,0.447,0.522,0.336,6
EAST BANGALORE,Bi-directional,12.970222,77.641239,Indiranagar,Indiranagar,100 Feet Road,primary,primary,none,7.5m,50.0,0.32,0.27,0.775,0.606,0.36,0.272,0.719,0.785,0.228,0.504,0.176,0.708,0.589,0.239,0.347,0.44,0.597,0.214,0.542,0.507,0.274,4
EAST BANGALORE,Bi-directional,12.974034,77.639346,Indiranagar,Indiranagar,,living_street,living_street,none,7.5m,20.0,0.58,0.42,0.624,0.507,0.338,0.247,0.615,0.674,0.31,0.337,0.138,0.479,0.506,0.326,0.406,3.85,0.61,0.119,0.325,0.308,0.319,6
EAST BANGALORE,Bi-directional,12.972194,77.637121,Indiranagar,Indiranagar,Sai Baba Mandira Road,tertiary,tertiary,none,7.5m,30.0,0.2,0.45,0.797,0.614,0.204,0.371,0.579,0.681,0.293,0.553,0.136,0.458,0.552,0.295,0.359,3.15,0.647,0.28,0.421,0.574,0.355,6
EAST BANGALORE,Bi-directional,12.97599,77.636655,Indiranagar,Indiranagar,10th Main Road,residential,residential,none,7.5m,30.0,0.17,0.57,0.763,0.666,0.489,0.783,0.517,0.643,0.378,0.435,0.071,0.42,0.454,0.33,0.405,7.14,0.517,0.196,0.282,0.394,0.466,6
EAST BANGALORE,Bi-directional,12.972053,77.642561,Indiranagar,Indiranagar,9th Main Road,residential,residential,none,7.5m,30.0,0.36,0.69,0.769,0.607,0.281,0.689,0.501,0.632,0.467,0.406,0.178,0.447,0.552,0.324,0.444,4.16,0.567,0.264,0.345,0.36,0.463,8
EAST BANGALORE,Bi-directional,12.971981,77.646694,Indiranagar,Indiranagar,1st Main Road,residential,residential,none,7.5m,30.0,0.42,0.36,0.762,0.553,0.276,0.351,0.509,0.675,0.417,0.407,0.184,0.473,0.53,0.396,0.411,7.57,0.62,0.086,0.314,0.389,0.382,6
EAST BANGALORE,Bi-directional,12.967759,77.644875,Indiranagar,Indiranagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.15,0.4,0.743,0.538,0.407,0.667,0.578,0.631,0.402,0.325,0.085,0.369,0.439,0.346,0.398,3.92,0.466,0.179,0.299,0.301,0.425,6
EAST BANGALORE,Bi-directional,12.972601,77.639334,Indiranagar,Indiranagar,Sai Baba Mandira Road,tertiary,tertiary,none,7.5m,30.0,0.4,0.23,0.779,0.674,0.012,0.139,0.684,0.732,0.327,0.599,0.174,0.462,0.571,0.245,0.336,4.94,0.582,0.244,0.489,0.669,0.282,6
EAST BANGALORE,Bi-directional,12.976019,77.638098,Indiranagar,Indiranagar,10th Main Road,residential,residential,none,7.5m,30.0,0.28,0.7,0.63,0.588,0.307,0.13,0.543,0.655,0.327,0.34,0.128,0.354,0.622,0.376,0.421,3.26,0.562,0.234,0.391,0.324,0.329,8
EAST BANGALORE,Bi-directional,12.971125,77.633566,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.34,0.51,0.699,0.608,0.375,0.171,0.545,0.678,0.394,0.468,0.067,0.439,0.481,0.349,0.377,3.82,0.537,0.175,0.365,0.437,0.305,4
EAST BANGALORE,Bi-directional,12.978027,77.64158,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.36,0.63,0.773,0.541,0.359,0.851,0.573,0.607,0.414,0.373,0.173,0.459,0.577,0.323,0.425,6.73,0.594,0.201,0.295,0.346,0.533,8
EAST BANGALORE,Bi-directional,12.973039,77.635519,Indiranagar,Indiranagar,6th Main Road,residential,residential,none,7.5m,30.0,0.36,0.28,0.655,0.704,0.218,0.732,0.509,0.601,0.335,0.363,0.174,0.406,0.514,0.362,0.428,6.62,0.565,0.127,0.364,0.352,0.498,8
EAST BANGALORE,Bi-directional,12.975692,77.642571,Indiranagar,Indiranagar,3rd Main Road,residential,residential,none,7.5m,30.0,0.55,0.49,0.652,0.572,0.401,0.892,0.499,0.672,0.402,0.326,0.117,0.407,0.574,0.372,0.402,5.92,0.589,0.125,0.377,0.334,0.514,6
EAST BANGALORE,Bi-directional,12.975389,77.64348,Indiranagar,Indiranagar,4th Cross Road,residential,residential,none,7.5m,30.0,0.33,0.38,0.748,0.604,0.402,0.243,0.506,0.594,0.314,0.447,0.056,0.361,0.559,0.365,0.4,6.65,0.564,0.155,0.308,0.477,0.392,8
EAST BANGALORE,Bi-directional,12.978966,77.642953,Indiranagar,Indiranagar,2nd Cross Road,residential,residential,none,7.5m,30.0,0.45,0.29,0.717,0.654,0.282,0.188,0.607,0.619,0.349,0.391,0.188,0.446,0.488,0.34,0.367,4.17,0.548,0.093,0.29,0.378,0.353,6
EAST BANGALORE,Bi-directional,12.96809,77.640746,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.49,0.29,0.685,0.58,0.37,0.414,0.588,0.601,0.43,0.371,0.067,0.496,0.546,0.344,0.405,9.12,0.598,0.075,0.333,0.382,0.396,6
EAST BANGALORE,Bi-directional,12.974773,77.643506,Indiranagar,Indiranagar,4th Cross Road,residential,residential,none,7.5m,30.0,0.23,0.56,0.762,0.538,0.093,0.461,0.572,0.659,0.412,0.444,0.142,0.376,0.536,0.257,0.376,5.71,0.491,0.224,0.316,0.442,0.397,8
EAST BANGALORE,Bi-directional,12.967586,77.638521,Indiranagar,Indiranagar,8th Cross Road,residential,residential,none,7.5m,30.0,0.58,0.41,0.715,0.592,0.176,0.412,0.567,0.663,0.472,0.359,0.159,0.474,0.519,0.323,0.413,3.04,0.553,0.291,0.29,0.389,0.406,6
EAST BANGALORE,Bi-directional,12.974869,77.633497,Indiranagar,Indiranagar,7th Cross Road,residential,residential,none,7.5m,30.0,0.27,0.46,0.772,0.625,0.168,0.459,0.5,0.645,0.355,0.371,0.145,0.405,0.461,0.361,0.405,2.04,0.571,0.183,0.302,0.377,0.406,6
EAST BANGALORE,Bi-directional,12.972906,77.646923,Indiranagar,Indiranagar,80 Feet Road,secondary,secondary,none,7.5m,40.0,0.56,0.37,0.77,0.768,0.148,0.103,0.641,0.824,0.315,0.501,0.182,0.669,0.591,0.208,0.307,4.33,0.649,0.086,0.442,0.476,0.303,6
EAST BANGALORE,Bi-directional,12.968698,77.645242,Indiranagar,Indiranagar,13th Main Road,tertiary,tertiary,none,7.5m,25.0,0.17,0.7,0.812,0.693,0.121,0.892,0.673,0.718,0.319,0.58,0.17,0.496,0.528,0.289,0.382,7.77,0.595,0.086,0.462,0.608,0.429,4
EAST BANGALORE,Bi-directional,12.97191,77.636478,Indiranagar,Indiranagar,Sai Baba Mandira Road,tertiary,tertiary,none,7.5m,30.0,0.25,0.42,0.739,0.806,0.377,0.795,0.685,0.742,0.361,0.511,0.194,0.449,0.588,0.246,0.35,10.63,0.603,0.138,0.455,0.55,0.4,6
EAST BANGALORE,Bi-directional,12.976135,77.641037,Indiranagar,Indiranagar,100 Feet Road,primary,primary,none,7.5m,50.0,0.5,0.57,0.724,0.665,0.411,0.73,0.723,0.823,0.254,0.55,0.078,0.732,0.639,0.17,0.336,9.85,0.747,0.084,0.66,0.545,0.317,4
EAST BANGALORE,Bi-directional,12.980207,77.647356,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.12,0.26,0.647,0.655,0.408,0.249,0.494,0.557,0.452,0.354,0.054,0.413,0.424,0.387,0.402,5.78,0.449,0.08,0.285,0.395,0.457,4
EAST BANGALORE,Bi-directional,12.975139,77.633748,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.48,0.68,0.623,0.528,0.385,0.743,0.62,0.679,0.49,0.389,0.085,0.495,0.466,0.423,0.439,3.05,0.635,0.149,0.396,0.424,0.471,2
EAST BANGALORE,Bi-directional,12.966834,77.640953,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.27,0.27,0.66,0.688,0.287,0.566,0.528,0.61,0.475,0.356,0.075,0.406,0.403,0.4,0.466,2.71,0.562,0.107,0.331,0.33,0.525,2
EAST BANGALORE,Bi-directional,12.966844,77.636311,Indiranagar,Indiranagar,3 A Cross Road,residential,residential,none,7.5m,30.0,0.23,0.64,0.7,0.562,0.116,0.793,0.521,0.624,0.404,0.334,0.133,0.354,0.472,0.393,0.482,6.93,0.579,0.282,0.386,0.357,0.463,6
EAST BANGALORE,Bi-directional,12.974958,77.63396,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.17,0.32,0.659,0.583,0.225,0.757,0.504,0.647,0.457,0.357,0.157,0.387,0.501,0.312,0.403,0.68,0.483,0.103,0.369,0.366,0.516,6
EAST BANGALORE,Bi-directional,12.973321,77.646967,Indiranagar,Indiranagar,80 Feet Road,secondary,secondary,none,7.5m,40.0,0.41,0.37,0.72,0.702,0.007,0.529,0.576,0.775,0.204,0.476,0.189,0.613,0.522,0.239,0.366,4.0,0.69,0.251,0.465,0.48,0.302,4
EAST BANGALORE,Bi-directional,12.969446,77.645603,Indiranagar,Indiranagar,8th Cross Road,residential,residential,none,7.5m,30.0,0.21,0.31,0.693,0.7,0.242,0.63,0.567,0.63,0.438,0.455,0.091,0.36,0.496,0.394,0.398,5.7,0.485,0.171,0.369,0.457,0.449,6
EAST BANGALORE,Bi-directional,12.9747,77.641717,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.53,0.49,0.642,0.587,0.367,0.341,0.552,0.648,0.378,0.321,0.192,0.508,0.517,0.414,0.417,5.73,0.638,0.074,0.377,0.348,0.379,6
EAST BANGALORE,Bi-directional,12.971847,77.635005,Indiranagar,Indiranagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.49,0.7,0.632,0.563,0.131,0.552,0.518,0.626,0.363,0.363,0.183,0.414,0.628,0.313,0.404,4.14,0.632,0.19,0.371,0.373,0.388,8
EAST BANGALORE,Bi-directional,12.966903,77.637089,Indiranagar,Indiranagar,12th Cross Road,tertiary,tertiary,none,7.5m,30.0,0.51,0.39,0.914,0.821,0.397,0.443,0.583,0.69,0.323,0.557,0.121,0.584,0.562,0.264,0.336,0.58,0.589,0.07,0.401,0.562,0.309,6
EAST BANGALORE,Bi-directional,12.978397,77.633134,Indiranagar,Indiranagar,17th F Cross,residential,residential,none,7.5m,30.0,0.35,0.23,0.697,0.672,0.46,0.243,0.55,0.622,0.327,0.439,0.054,0.405,0.411,0.435,0.431,4.08,0.574,0.137,0.339,0.391,0.34,3
EAST BANGALORE,Bi-directional,12.969656,77.64278,Indiranagar,Indiranagar,12th A Main,residential,residential,none,7.5m,30.0,0.6,0.44,0.752,0.645,0.02,0.218,0.539,0.626,0.406,0.414,0.172,0.41,0.493,0.354,0.401,14.84,0.589,0.072,0.392,0.409,0.384,6
EAST BANGALORE,Bi-directional,12.978255,77.636661,Indiranagar,Indiranagar,Indiranagar Double Road,tertiary,tertiary,none,7.5m,30.0,0.55,0.53,0.758,0.702,0.311,0.549,0.595,0.739,0.374,0.467,0.146,0.551,0.523,0.269,0.426,0.75,0.664,0.112,0.461,0.513,0.399,4
EAST BANGALORE,Bi-directional,12.970832,77.642148,Indiranagar,Indiranagar,11th Main Road,residential,residential,none,7.5m,30.0,0.24,0.39,0.695,0.6,0.391,0.365,0.518,0.665,0.483,0.392,0.064,0.407,0.5,0.304,0.417,4.84,0.525,0.259,0.284,0.412,0.39,6
EAST BANGALORE,Bi-directional,12.970143,77.635971,Indiranagar,Indiranagar,Indiranagar Double Road,tertiary,tertiary,none,7.5m,30.0,0.14,0.37,0.742,0.819,0.016,0.409,0.688,0.698,0.287,0.524,0.076,0.505,0.535,0.221,0.396,5.41,0.623,0.167,0.509,0.468,0.348,6
EAST BANGALORE,Bi-directional,12.973306,77.639486,Indiranagar,Indiranagar,3rd Cross Road,residential,residential,none,7.5m,30.0,0.16,0.5,0.686,0.535,0.491,0.353,0.592,0.545,0.354,0.321,0.132,0.379,0.402,0.459,0.439,1.39,0.564,0.221,0.431,0.351,0.459,2
EAST BANGALORE,Bi-directional,12.979662,77.646855,Indiranagar,Indiranagar,1st Main Road,residential,residential,none,7.5m,30.0,0.17,0.28,0.756,0.663,0.22,0.556,0.536,0.596,0.415,0.39,0.144,0.335,0.487,0.362,0.434,14.94,0.571,0.088,0.347,0.421,0.503,6
EAST BANGALORE,Bi-directional,12.970705,77.647375,Indiranagar,Indiranagar,80 Feet Road,secondary,secondary,none,7.5m,40.0,0.31,0.33,0.87,0.718,0.461,0.164,0.665,0.729,0.224,0.51,0.105,0.623,0.611,0.227,0.346,5.36,0.601,0.199,0.45,0.516,0.251,6
EAST BANGALORE,Bi-directional,12.974195,77.635389,Indiranagar,Indiranagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.11,0.45,0.704,0.701,0.236,0.143,0.587,0.621,0.363,0.367,0.187,0.373,0.506,0.316,0.39,24.31,0.541,0.195,0.308,0.325,0.33,6
EAST BANGALORE,Bi-directional,12.972041,77.642092,Indiranagar,Indiranagar,9th Main Road,residential,residential,none,7.5m,30.0,0.14,0.3,0.665,0.626,0.136,0.683,0.493,0.621,0.492,0.412,0.091,0.348,0.553,0.274,0.447,5.02,0.539,0.064,0.332,0.418,0.523,8
EAST BANGALORE,Bi-directional,12.968401,77.636241,Indiranagar,Indiranagar,,residential,residential,none,7.5m,30.0,0.12,0.63,0.741,0.575,0.051,0.502,0.609,0.656,0.44,0.396,0.152,0.42,0.491,0.404,0.448,0.41,0.574,0.3,0.418,0.354,0.498,4
EAST BANGALORE,Bi-directional,12.979971,77.639914,Indiranagar,Indiranagar,5th Main Road,residential,residential,none,7.5m,30.0,0.27,0.21,0.725,0.667,0.294,0.762,0.555,0.646,0.401,0.391,0.11,0.35,0.428,0.395,0.453,4.57,0.521,0.171,0.317,0.374,0.536,6
EAST BANGALORE,Bi-directional,12.967677,77.637876,Indiranagar,Indiranagar,10th Cross Road,residential,residential,none,7.5m,30.0,0.12,0.23,0.696,0.705,0.356,0.567,0.566,0.607,0.328,0.453,0.176,0.32,0.465,0.344,0.415,5.21,0.49,0.28,0.315,0.467,0.431,6
EAST BANGALORE,Bi-directional,12.976605,77.637302,Indiranagar,Indiranagar,9th Cross Road,residential,residential,none,7.5m,30.0,0.22,0.23,0.697,0.69,0.191,0.101,0.569,0.666,0.484,0.474,0.178,0.387,0.492,0.368,0.423,12.06,0.557,0.095,0.402,0.521,0.381,6
EAST BANGALORE,Bi-directional,12.971136,77.641284,Indiranagar,Indiranagar,100 Feet Road,primary,primary,none,7.5m,50.0,0.48,0.44,0.747,0.616,0.484,0.182,0.679,0.818,0.107,0.539,0.129,0.727,0.609,0.208,0.339,17.72,0.669,0.154,0.586,0.521,0.253,4
EAST BANGALORE,Bi-directional,12.977393,77.635919,Indiranagar,Indiranagar,13th Cross Road,residential,residential,none,7.5m,30.0,0.39,0.25,0.674,0.587,0.332,0.698,0.576,0.576,0.306,0.39,0.161,0.429,0.407,0.395,0.444,16.55,0.497,0.148,0.417,0.424,0.459,4
EAST BANGALORE,Bi-directional,12.974673,77.647617,Indiranagar,Indiranagar,1st Cross Road,residential,residential,none,7.5m,30.0,0.17,0.6,0.704,0.662,0.373,0.441,0.572,0.562,0.324,0.36,0.185,0.432,0.428,0.379,0.384,6.93,0.554,0.23,0.327,0.396,0.388,4
EAST BANGALORE,Bi-directional,12.978338,77.640867,Indiranagar,Indiranagar,Chinmaya Mission Hospital Road,secondary,secondary,none,7.5m,40.0,0.46,0.3,0.71,0.718,0.392,0.149,0.603,0.806,0.317,0.47,0.198,0.575,0.561,0.231,0.31,0.98,0.619,0.061,0.377,0.416,0.326,4
EAST BANGALORE,Bi-directional,12.969514,77.638623,Indiranagar,Indiranagar,12th A Main Road,residential,residential,none,7.5m,30.0,0.44,0.54,0.713,0.525,0.418,0.627,0.561,0.637,0.5,0.434,0.148,0.488,0.513,0.344,0.463,3.6,0.514,0.058,0.405,0.407,0.514,6
EAST BANGALORE,Bi-directional,12.974037,77.638574,Indiranagar,Indiranagar,,living_street,living_street,none,7.5m,20.0,0.23,0.39,0.654,0.512,0.16,0.23,0.627,0.608,0.362,0.362,0.105,0.293,0.52,0.349,0.404,1.71,0.465,0.176,0.306,0.38,0.329,8
